"CpG","PC10_pValue_C4"
"cg01887353",0.537878844938907
"cg01909777",0.99137489113642
"cg01932361",0.668387647149104
"cg01936319",0.968411442912428
"cg01954531",0.338269593138526
"cg01981354",0.621684585453706
"cg01985186",0.669314251038617
"cg02052142",0.225516031500397
"cg02065795",0.969658867997674
"cg02086742",0.397541365084897
"cg02102424",0.629632669907318
"cg02163322",0.443184969036195
"cg02219117",0.176482157629117
"cg02227036",0.365003028702136
"cg02255104",0.656668067469474
"cg02280859",0.904295581124055
"cg02289168",0.737986194052308
"cg02298862",0.889360130975225
"cg02310229",0.763828806612866
"cg02313795",0.64258630286439
"cg02381898",0.653225122357732
"cg02406148",0.865541954752605
"cg02443483",0.562775486813722
"cg02490453",0.00303797629048625
"cg02500300",0.572258572466953
"cg02509027",0.917780609788202
"cg02600099",0.232507381543038
"cg02602699",0.340151598261603
"cg02609692",0.230676084945178
"cg02647042",0.916623437661434
"cg02656049",0.29557704582556
"cg02669225",0.0622385432946435
"cg02671421",0.673685610163409
"cg02693125",0.367885610065178
"cg02712845",0.889248455126736
"cg02726739",0.73229226491418
"cg02745636",0.936645338210436
"cg02748427",0.397006571250668
"cg02934718",0.528613843195512
"cg02946885",0.942484756006467
"cg02951344",0.235661499648034
"cg03059420",0.343075450251485
"cg03072385",0.43372206583611
"cg03119731",0.142042871724338
"cg03136712",0.662501608817728
"cg03160342",0.980695380145258
"cg03222868",0.686095825942976
"cg03232051",0.540832593529914
"cg03235761",0.375481889384685
"cg03256601",0.845305548686423
"cg03311232",0.510681865547497
"cg03315476",0.342943784620427
"cg03365548",0.351786907469633
"cg03372174",0.732784362454305
"cg03383158",0.953893753460732
"cg03432225",0.740587512456593
"cg03490331",0.59576300058474
"cg03501454",0.882064255136243
"cg03512392",0.423499766090187
"cg03515060",0.113576638088121
"cg03549412",0.343106864268282
"cg03637769",0.500297528973773
"cg03670994",0.508547943363286
"cg03671013",0.719645389230168
"cg03703171",0.196338569224418
"cg03709307",0.481973331454931
"cg03771185",0.889175127562604
"cg03774288",0.0696556856079027
"cg03788731",0.654620228223486
"cg03814389",0.206351675872015
"cg03818992",0.826821010797168
"cg03822858",0.448325025162659
"cg03836573",0.0600563450491126
"cg03909472",0.949538058203534
"cg03921357",0.600875806925338
"cg03937290",0.0349677872549869
"cg03940153",0.93021483153499
"cg03943509",0.544645990817349
"cg03962769",0.625532491271731
"cg03989610",0.255546827825149
"cg04049542",0.589600755741861
"cg04073039",0.114447321324299
"cg04185041",0.959258717446213
"cg04205664",0.96649546403406
"cg04213089",0.546317161769368
"cg04306024",0.841526630070752
"cg04324126",0.173846823869304
"cg04349219",0.866919295451599
"cg04349673",0.336789056800672
"cg04352944",0.150567393629426
"cg04378287",0.722009902999789
"cg04386405",0.540167803880757
"cg04465834",0.840680247849801
"cg04508687",0.764179543541093
"cg04558322",0.785015062398184
"cg04562138",0.776927582944021
"cg04566826",0.592384837202682
"cg04569222",0.866610094601436
"cg04575263",0.620997499317305
"cg04577910",0.912255856048499
"cg04607521",0.961408917738485
"cg04725144",0.203220985673062
"cg04784699",0.802836812843072
"cg04792644",0.225625742943713
"cg04795724",0.699123137542095
"cg04829760",0.423541153645227
"cg04854328",0.760442720091945
"cg04927069",0.497072546488735
"cg04986870",0.380419768652777
"cg05030405",0.3416759277874
"cg05092932",0.535022056166224
"cg05101498",0.0956814581175083
"cg05206587",0.363093860458093
"cg05209814",0.258281526939019
"cg05298696",0.256163562218653
"cg05318486",0.28625777827751
"cg05377733",0.282231856612183
"cg05495879",0.827790767313897
"cg05497240",0.290261828669616
"cg05501584",0.580596651164494
"cg05548912",0.84583255687479
"cg05573133",0.313657917840081
"cg05579549",0.165051789970588
"cg05592581",0.630843349802823
"cg05611723",0.883407551363634
"cg05617469",0.722777979815567
"cg05656590",0.238148244560704
"cg05712010",0.666973011279467
"cg05732530",0.504291931884713
"cg05732979",0.702332913308233
"cg05782110",0.194943879122712
"cg05800414",0.0487834762556845
"cg05906620",0.997104063964117
"cg05911704",0.334782730737354
"cg05987933",0.837348398405144
"cg05988291",0.861599152601589
"cg06033738",0.588215813447658
"cg06067208",0.805524986845211
"cg06159404",0.65358312463553
"cg06179469",0.974532743783305
"cg06179710",0.208509936857451
"cg06226150",0.959194681121177
"cg06267075",0.696007263207119
"cg06336230",0.200245146061625
"cg06336590",0.102340583275496
"cg06367647",0.44073294064406
"cg06368093",0.622967996339278
"cg06381725",0.560340283617446
"cg06412523",0.338996857166248
"cg06417570",0.255491727091026
"cg06441362",0.424479519160517
"cg06454410",0.795063409781474
"cg06456738",0.469203171941552
"cg06491590",0.860369855877093
"cg06500476",0.154652412487315
"cg06507987",0.574999017226379
"cg06528803",0.182976334233054
"cg06531475",0.758644056873576
"cg06579875",0.5998269562307
"cg06614221",0.257379316991062
"cg06616245",0.60069945419578
"cg06623385",0.266730167385434
"cg06649639",0.852132505596623
"cg06675951",0.542324771607367
"cg06719042",0.563386599863034
"cg06722212",0.279846468878481
"cg06732667",0.0792230621630921
"cg06737907",0.0379104045687879
"cg06756227",0.719409227290925
"cg06767655",0.213339081264999
"cg06846441",0.686172133708979
"cg06861880",0.0774772306154142
"cg06874218",0.574214079144701
"cg06882298",0.592099872020662
"cg06907033",0.423874543412974
"cg06907356",0.351379044220602
"cg06913160",0.644263633630377
"cg06943309",0.743720989465043
"cg06970744",0.323493025209529
"cg06997008",0.1681805478354
"cg06999381",0.419028125257242
"cg07062847",0.26286848119215
"cg07062938",0.918939893462624
"cg07094440",0.592913620807033
"cg07130890",0.696464102055182
"cg07207660",0.672294034742796
"cg07244043",0.863341316557309
"cg07263178",0.172237785726146
"cg07306331",0.342843314636691
"cg07344627",0.0577607933822708
"cg07345708",0.20235454147468
"cg07359518",0.0133734486711121
"cg07376134",0.960588003791024
"cg07383941",0.811562206119122
"cg07401378",0.415700160680778
"cg07426472",0.410497107888004
"cg07438888",0.541717382640663
"cg07443112",0.368704322522138
"cg07451034",0.869716334863017
"cg07497223",0.288554676111417
"cg07513188",0.378582862785621
"cg07521483",0.945397739888694
"cg07596883",0.824280303266116
"cg07598370",0.740133184628403
"cg07602690",0.228472923111793
"cg07660862",0.365460763097473
"cg07695447",0.835166111920155
"cg07707039",0.709759463221374
"cg07718349",0.447523419373902
"cg07761151",0.35660066776335
"cg07814977",0.458565310347281
"cg07950855",0.951098676032198
"cg07967677",0.27394368518428
"cg07998677",0.889611785505857
"cg08014272",0.338761924619438
"cg08033114",0.855324818695688
"cg08081156",0.350889941330463
"cg08117436",0.432944140073755
"cg08129754",0.449022786551033
"cg08140891",0.810234701299366
"cg08182240",0.363951369068041
"cg08234285",0.789768608296111
"cg08236416",0.757970710479572
"cg08246494",0.852174009067843
"cg08273874",0.209000671260399
"cg08334726",0.296915873089229
"cg08334899",0.581594812044643
"cg08394510",0.609308310485486
"cg08447690",0.688907952490098
"cg08459430",0.943760178674915
"cg08532673",0.673129886734383
"cg08541345",0.904397848183829
"cg08637473",0.617804384344361
"cg08692295",0.211118816998004
"cg08733494",0.215993057362142
"cg08756735",0.735066700905794
"cg08822732",0.588477830741596
"cg08891229",0.0825901568486525
"cg08894790",0.17056860609404
"cg08951273",0.278562501023884
"cg08974500",0.935628485560796
"cg08999332",0.913181644730253
"cg09028711",0.987113107767459
"cg09030452",0.163997186486344
"cg09068128",0.210077527049116
"cg09079275",0.930973662056954
"cg09096612",0.17806562158132
"cg09112190",0.691553784843444
"cg09119433",0.865832661666114
"cg09137838",0.0134846173325483
"cg09141635",0.902822172080232
"cg09234474",0.697468267463233
"cg09260627",0.63100076185518
"cg09300348",0.724007980000652
"cg09306186",0.796676369851028
"cg09307689",0.291631691968234
"cg09309208",0.899488054514922
"cg09342225",0.323006619556825
"cg09382693",0.00687505614887289
"cg09416154",0.673107172797868
"cg09449030",0.641814411280649
"cg09459291",0.80633499595893
"cg09464509",0.00204651515291432
"cg09492693",0.0483677324332257
"cg09513133",0.912776198935217
"cg09551502",0.620751737417572
"cg09559242",0.268404884875076
"cg09583957",0.15497853032434
"cg09585195",0.193266694495863
"cg09620606",0.861387985409399
"cg09665691",0.967003009647637
"cg09672440",0.69998279004085
"cg09687332",0.467014782870038
"cg09741342",0.645056762288402
"cg09861958",0.350691526888196
"cg09893576",0.544366978932022
"cg09916810",0.462677014919026
"cg09970941",0.58861141657188
"cg09986651",0.155469725154756
"cg09994928",0.131524061252574
"cg10021614",0.183000769719495
"cg10059056",0.820561785117046
"cg10071036",0.034833457888225
"cg10077144",0.758562016519586
"cg10089796",0.856737425389482
"cg10153031",0.788624406468791
"cg10163329",0.325504714822285
"cg10163397",0.788258447067154
"cg10179315",0.889719716291382
"cg10211626",0.131107373724997
"cg10257407",0.663088858551875
"cg10322007",0.0858945096447879
"cg10327302",0.0927134244781757
"cg10331779",0.32763639112688
"cg10375110",0.38395628734946
"cg10408113",0.368691821492497
"cg10424530",0.142092734249741
"cg10457247",0.776021761703079
"cg10483333",0.912893332611316
"cg10533624",0.700539970526145
"cg10536534",0.645562278674116
"cg10553672",0.478420021536774
"cg10581632",0.484993547190423
"cg10583647",0.295648195820726
"cg10599693",0.410714857077609
"cg10712561",0.577979269729681
"cg10761141",0.721849191265446
"cg10762199",0.26201594852404
"cg10797798",0.611386649445856
"cg10864501",0.00657429287521233
"cg10900068",0.905125261526643
"cg10974632",0.00717955858992738
"cg11038231",0.9536471121692
"cg11143063",0.982431820539069
"cg11203401",0.527054063816568
"cg11276198",0.961331529576504
"cg11278204",0.775024820752723
"cg11282936",0.983910801821053
"cg11326255",0.962808731882669
"cg11399415",0.0659560280446174
"cg11548303",0.997267648149388
"cg11552023",0.101882594185707
"cg11591636",0.440607213012202
"cg11695041",0.0895759959882683
"cg11755740",0.458383017575151
"cg11790681",0.149965623246629
"cg11844464",0.870457210951981
"cg11915787",0.150619953766096
"cg11930768",0.573317962733829
"cg11946072",0.0173009992896366
"cg11982252",0.462722150139051
"cg12014818",0.9811887279304
"cg12019961",0.87037512676502
"cg12027059",0.38267687307259
"cg12066398",0.00524355761061757
"cg12071544",0.835838985187581
"cg12074391",0.970379675849399
"cg12123941",0.346244101957479
"cg12152352",0.131688934803731
"cg12252039",0.479060111888825
"cg12262069",0.274586674501468
"cg12347123",0.0769419759598639
"cg12467143",0.747144559317659
"cg12479630",0.462925648642914
"cg12481170",0.82116253288516
"cg12498453",0.00576965979691991
"cg12503267",0.187508303207582
"cg12580275",0.562985283646563
"cg12630974",0.00787906861032525
"cg12635120",0.25840621769803
"cg12659065",0.140389250618117
"cg12673559",0.0463254228787618
"cg12690496",0.61641141584882
"cg12774921",0.44964062847361
"cg12794017",0.535799739855115
"cg12802486",0.968144143205585
"cg12817423",0.453577992498293
"cg12836136",0.646970446128615
"cg12861418",0.194124744137573
"cg12897634",0.0889524115829699
"cg12931523",0.882866964272985
"cg12956567",0.108937182048988
"cg13066693",0.286304349593296
"cg13083436",0.104197209268312
"cg13131111",0.108158101210829
"cg13154413",0.460802798704901
"cg13282208",0.816799872596123
"cg13330524",0.935588535707935
"cg13337307",0.625255174739037
"cg13433012",0.567221493039988
"cg13454346",0.0882731709902476
"cg13488811",0.438358704188944
"cg13491480",0.507711786379061
"cg13496270",0.118949770370451
"cg13520394",0.971645183733291
"cg13523819",0.558038313141188
"cg13526248",0.77163093938044
"cg13532547",0.57218249630618
"cg13545320",0.52516503672555
"cg13591710",0.0987014558349175
"cg13597013",0.302778779947825
"cg13610455",0.986752739166685
"cg13652338",0.823357497467616
"cg13667160",0.385979502519198
"cg13670531",0.523077462399104
"cg13796218",0.872051300108418
"cg13808083",0.92656668934548
"cg13869635",0.707082642090275
"cg14037036",0.828545854328541
"cg14039083",0.0317255596044779
"cg14069465",0.111618258193715
"cg14136372",0.776001480096565
"cg14141549",0.75938178011146
"cg14199276",0.51734653490415
"cg14252164",0.985206115557296
"cg14256008",0.738043327751179
"cg14288953",0.796921077889652
"cg14368220",0.866439274447293
"cg14381908",0.73824720632077
"cg14440272",0.856184437989041
"cg14459011",0.907763719950006
"cg14510314",0.953270846443422
"cg14568183",0.694144371778762
"cg14630985",0.719890551861131
"cg14637221",0.916728604950976
"cg14644219",0.307461866636083
"cg14802684",0.360029435012262
"cg14848555",0.539364840984579
"cg14914422",0.927510887797403
"cg14985548",0.198932388505602
"cg14997715",0.751834599587372
"cg15024566",0.781844665461462
"cg15026799",0.546895459918992
"cg15030294",0.980859401152062
"cg15048991",0.775111020055193
"cg15209769",0.354199427265641
"cg15242223",0.372597799953449
"cg15339142",0.325111344478061
"cg15372009",0.953606223024679
"cg15383635",0.931618514773874
"cg15393004",0.628260010719732
"cg15465607",0.044247118111984
"cg15465878",0.690853840118962
"cg15501359",0.0527042716026883
"cg15538779",0.566132788631413
"cg15597424",0.159631972112207
"cg15602580",0.692549111627342
"cg15631966",0.973830936543535
"cg15639045",0.424010996945343
"cg15685514",0.884982337365739
"cg15721102",0.938945805887882
"cg15734764",0.844426702516357
"cg15756653",0.0172530863629587
"cg15770599",0.30155628381915
"cg15818577",0.779904331538493
"cg15821554",0.551518493442654
"cg15882762",0.817565406437362
"cg15893373",0.047431452152708
"cg15905471",0.113187297857708
"cg15934804",0.654412578881474
"cg15957807",0.383207203801883
"cg15959715",0.90605215706972
"cg16026549",0.60568321126385
"cg16047970",0.438676488829036
"cg16066219",0.209761331932817
"cg16126754",0.1008277680336
"cg16145167",0.78059296455904
"cg16186938",0.36062783574246
"cg16194746",0.441156658793537
"cg16241473",0.874792677137754
"cg16276108",0.827345193670195
"cg16352830",0.796613262744914
"cg16362949",0.826238661762384
"cg16369482",0.358699320735465
"cg16400798",0.00621289130782581
"cg16436069",0.102799119888379
"cg16444629",0.734819536610624
"cg16587108",0.331092476830001
"cg16667710",0.159245129179333
"cg16678835",0.667697610926834
"cg16696762",0.0635856499366783
"cg16722964",0.0522013100147784
"cg16879936",0.0703791295120478
"cg16907766",0.805500892569454
"cg16933388",0.760813873705752
"cg16941177",0.059270437716713
"cg17080709",0.131500877195977
"cg17087669",0.544814844154846
"cg17089511",0.174986314655649
"cg17154022",0.431940587720391
"cg17201947",0.585592698759923
"cg17246714",0.914119568623507
"cg17283139",0.558383629214323
"cg17349760",0.299112649788782
"cg17369527",0.684173820294163
"cg17372494",0.29834580839806
"cg17377164",0.716675172851836
"cg17387989",0.966108688474893
"cg17451432",0.213651420221969
"cg17502213",0.40512965719994
"cg17505819",0.795677342174575
"cg17555499",0.391097430788705
"cg17592292",0.495452228608404
"cg17626671",0.154301439684446
"cg17640322",0.737853278614669
"cg17646571",0.446706282823732
"cg17661955",0.235582133074687
"cg17741291",0.00245233860657318
"cg17766062",0.932778743742885
"cg17819990",0.732832226763965
"cg17850539",0.327971491980566
"cg17880210",0.951511726887514
"cg17969296",0.281514791773889
"cg18031663",0.310910364592411
"cg18061711",0.893864502035504
"cg18062874",0.293340906585389
"cg18123319",0.595086558513776
"cg18169800",0.931158610662796
"cg18195333",0.0175617358180386
"cg18235278",0.582754874857502
"cg18307604",0.598045748211458
"cg18326232",0.791591992682139
"cg18405360",0.844742891085239
"cg18448361",0.512950724330822
"cg18480946",0.434229700515432
"cg18503747",0.887093468504053
"cg18561676",0.188979065157506
"cg18638598",0.0148737511273966
"cg18801245",0.452559083324982
"cg18864479",0.0524165247382588
"cg18875460",0.761719263492911
"cg18876201",0.821053970121889
"cg18893868",0.298147643460046
"cg18923188",0.345927227136698
"cg18937321",0.768157701397567
"cg19034084",0.451626835056731
"cg19075717",0.515959908162406
"cg19092620",0.739843909940895
"cg19227382",0.203708829615683
"cg19245296",0.329015191537045
"cg19296501",0.350135656620842
"cg19361456",0.681212293759409
"cg19366479",0.205439081203356
"cg19406736",0.616373796248098
"cg19448990",0.163539761178474
"cg19459804",0.63839482294686
"cg19478698",0.815600164207907
"cg19508622",0.724628678046588
"cg19558628",0.594995852070992
"cg19567295",0.997906654816681
"cg19622451",0.936278004141266
"cg19627200",0.610282588840283
"cg19635580",0.603134320036924
"cg19737664",0.0179182937700714
"cg19838358",0.898431634912111
"cg19878637",0.707576514278705
"cg19924948",0.599846757631375
"cg19927691",0.738616957360137
"cg19975560",0.368677849642717
"cg20012172",0.60936147289118
"cg20021336",0.0853537776023712
"cg20038252",0.805701006631108
"cg20048260",0.09197668340177
"cg20070852",0.550001433205635
"cg20158669",0.510688859464091
"cg20173334",0.633575947600072
"cg20184106",0.741415667674079
"cg20326117",0.884916759160983
"cg20340141",0.316206381100007
"cg20354430",0.890522113659212
"cg20387087",0.795042510433834
"cg20421996",0.757559712455711
"cg20424643",0.731555659476204
"cg20430861",0.460305591680748
"cg20436206",0.486677356346793
"cg20475114",0.759088697105353
"cg20504236",0.369404549379707
"cg20517616",0.350027587343378
"cg20675389",0.63609523755342
"cg20689078",0.990064562602943
"cg20822628",0.449157139723477
"cg20836156",0.679628060952007
"cg20863756",0.482359423803222
"cg20879768",0.448694287356381
"cg20974659",0.842288986623263
"cg21005240",0.577172724352283
"cg21010475",0.394885802495482
"cg21091985",0.644796124694246
"cg21195290",0.637787054446574
"cg21203925",0.00769293281440318
"cg21222826",0.0341634410961776
"cg21253459",0.747936028060715
"cg21364020",0.247096636713085
"cg21365903",0.91317371940372
"cg21380183",0.593822248286685
"cg21387238",0.264705390521487
"cg21422742",0.642603108683173
"cg21424120",0.427749876587618
"cg21432729",0.417493174620812
"cg21448145",0.66454850352924
"cg21508214",0.872764236732699
"cg21544644",0.0588877222518333
"cg21548220",0.14033578719875
"cg21559943",0.547186702125747
"cg21587319",0.456463613726634
"cg21600258",0.972632805398449
"cg21640587",0.671954529431534
"cg21650077",0.34518756312306
"cg21768956",0.853758607784223
"cg21824733",0.585258736178767
"cg21834048",0.996366863734766
"cg21845052",0.553090258836936
"cg21872543",0.0461717718464719
"cg21968376",0.990555938218508
"cg21991630",0.878030940448595
"cg22004443",0.596338919406435
"cg22023197",0.836217128907958
"cg22080436",0.718721832838422
"cg22084806",0.794137925320522
"cg22123924",0.784631852662045
"cg22149184",0.63537081376181
"cg22159015",0.332186213330617
"cg22190090",0.734832752420532
"cg22237495",0.649151389189477
"cg22288235",0.961399130552515
"cg22313495",0.28666578296906
"cg22333214",0.615360729583451
"cg22349126",0.954855569528114
"cg22471401",0.707759211784446
"cg22474130",0.74389874109589
"cg22477374",0.972298153055737
"cg22488462",0.0132546011487101
"cg22494858",0.806020981873822
"cg22509422",0.466760440511555
"cg22521333",0.984119087964476
"cg22536398",0.325832909784921
"cg22658758",0.983838420633693
"cg22663124",0.00331596072174565
"cg22666438",0.468478477636023
"cg22712779",0.826933147268923
"cg22765853",0.882083839633459
"cg22781921",0.426864782250792
"cg22782446",0.697612483225879
"cg22795764",0.174072465127832
"cg22807436",0.883590957114444
"cg22903657",0.298335623950761
"cg22936253",0.688618414778693
"cg22957201",0.558221942183164
"cg22986084",0.984973154441494
"cg22993498",0.29624928603144
"cg23027157",0.451454329569737
"cg23082877",0.532759141519714
"cg23226717",0.916577729633918
"cg23233975",0.605825108793488
"cg23253914",0.940841548777166
"cg23274824",0.554995879061582
"cg23309128",0.673214194652722
"cg23368607",0.389282541394194
"cg23705032",0.969855921899605
"cg23740473",0.912627671818349
"cg23749856",0.209220423165749
"cg23771603",0.322065170381952
"cg23815246",0.332096597833991
"cg23850377",0.688771151641668
"cg23852001",0.588077105345457
"cg23875758",0.72157574792231
"cg23894571",0.35352258758639
"cg23934351",0.124699814756757
"cg24050511",0.856256287016931
"cg24156905",0.352555407539388
"cg24161018",0.986432124411311
"cg24276035",0.516684680924671
"cg24276105",0.655444279262475
"cg24346686",0.509790620711066
"cg24390732",0.0206983964225361
"cg24416232",0.694100903337335
"cg24433095",0.927944912662069
"cg24487372",0.615254708500105
"cg24534774",0.647929777350874
"cg24546680",0.327505897485407
"cg24599943",0.2166707474778
"cg24740320",0.90716065100767
"cg24765446",0.333893615170178
"cg24804172",0.410307345965387
"cg24828603",0.107128136273656
"cg24840062",0.869747599835616
"cg24846573",0.874777612350275
"cg24860938",0.381242548139046
"cg24889207",0.591215600827155
"cg25025455",0.944873097323116
"cg25031670",0.219334268717382
"cg25077777",0.101248558168284
"cg25193742",0.944941686364096
"cg25278663",0.719545975051346
"cg25313464",0.14417296936612
"cg25387593",0.546475443846081
"cg25393595",0.998022303865341
"cg25430995",0.103387657424537
"cg25487529",0.678683099298857
"cg25495951",0.669398680901046
"cg25512936",0.764186631281133
"cg25533387",0.585739975414681
"cg25559421",0.838476367021768
"cg25669547",0.276238435736203
"cg25680486",0.639236154504304
"cg25686649",0.490738257218468
"cg25697769",0.516105875999904
"cg25729826",0.834124891808986
"cg25775832",0.77852680829675
"cg25841344",0.585901130883578
"cg25882455",0.450831066169519
"cg25893515",0.632093320638462
"cg25960893",0.96276375053522
"cg26053480",0.922768432262307
"cg26202358",0.333122050201407
"cg26254149",0.57958282847418
"cg26270776",0.0448212409259688
"cg26435092",0.574768883318586
"cg26496628",0.654422773015288
"cg26522585",0.518929684861855
"cg26530971",0.684655231340421
"cg26531906",0.461313023236869
"cg26551975",0.724819766257829
"cg26616609",0.53225940864966
"cg26617272",0.864588511471946
"cg26657382",0.911169304463914
"cg26660801",0.231892533308713
"cg26709693",0.610516320295967
"cg26731834",0.270673494913116
"cg26745394",0.336533145354168
"cg26748898",0.724268098260271
"cg26764345",0.960405193345782
"cg26768966",0.753291190680178
"cg26786045",0.945230353969742
"cg26858152",0.921015930672299
"cg26862620",0.279175591916849
"cg26912671",0.441540240951079
"cg26932226",0.322112879628548
"cg26950898",0.945376500677536
"cg26965151",0.635483200800545
"cg26992245",0.526097175966289
"cg27052685",0.820147740692385
"cg27079446",0.152296116545252
"cg27099486",0.524351928146333
"cg27141120",0.892165953508697
"cg27185819",0.754930663699075
"cg27316956",0.554590973103109
"cg27320127",0.877533467617469
"cg27339505",0.164457716622911
"cg27370991",0.332046536416358
"cg27418204",0.023464704501611
"cg27438225",0.0572956224630614
"cg27438425",0.468759021171298
"cg27445278",0.603396563824661
"cg27493581",0.982072269141961
"cg27508620",0.612630060010619
"cg27511824",0.807340462947698
"ch.10.509007F",0.913189479764688
"ch.1.448124R",0.620185527772217
"ch.19.1066737F",0.182484649545883
"ch.4.154139216R",0.967414223244468
"ch.5.12481757R",0.568582520589178
"ch.5.1700054F",0.0595305254651788
