"CpG","PC10_pValue_C1"
"cg15504730",0.892436404029524
"cg19887502",0.216395545676603
"cg02295678",0.00812460518151694
"cg12054566",0.284608050495823
"cg17307919",0.272181223824751
"cg00377065",0.337944212964852
"cg10012920",0.535879345442324
"cg19402230",0.741134345270913
"cg24997140",0.46040229277294
"cg24023970",0.39131991655866
"cg16402006",0.638921178103098
"cg15128510",0.526395971792047
"cg10107330",0.73723837593892
"cg22951263",0.130795512730512
"cg26639552",0.346929097400251
"cg11767426",0.230289720904038
"cg03104467",0.21467573799309
"cg22415472",0.978864236406759
"cg19542048",0.730624107640288
"cg20634498",0.513199506125175
"cg01933318",0.817177002394823
"cg05743734",0.435970854015625
"cg12686407",0.887918690903455
"cg14469693",0.192487436070597
"cg06770790",0.2372702287191
"cg13718418",0.464438726337017
"cg06854478",0.338759562140532
"cg24649346",0.0992384506201547
"cg00666294",0.770687644336192
"cg09766769",0.0924047133678623
"cg00231405",0.174303108757033
"cg00376357",0.258006934814977
"cg05862027",0.700200202329452
"cg10719852",0.752143510047494
"cg13313214",0.931026206987524
"cg14582057",0.662519140637778
"cg22589822",0.42290270968687
"cg24506706",0.316389022652944
"cg20044211",0.0404470520047103
"cg23812948",7.56365613787746e-05
"cg26014723",0.417561453647456
"cg00249584",0.882445576253517
"cg16572020",0.106407571122271
"cg04603355",0.750774226397779
"cg03005087",0.787234818807839
"cg00290607",0.359963469997551
"cg00927226",0.849046096979789
"cg05153345",0.108086943803314
"cg11500788",0.412964035337538
"cg13096541",0.954971523266488
"cg18293158",0.585516772539915
"cg23894439",0.81577606021463
"cg25262396",0.430345998402821
"cg27020028",0.915842518185327
"cg00014900",0.00661013685792282
"cg02940003",0.531950105668512
"cg04682458",0.0994631159321424
"cg14995062",0.337290647766504
"cg10328089",0.12013970330276
"cg18552939",0.817464244813564
"cg22337605",0.656952987688343
"cg01198111",0.2564397269344
"cg01681847",0.212358335509179
"cg13139986",0.787322256983891
"cg13563932",0.586081116898263
"cg18766795",0.833307080620719
"cg19257111",0.0394564416499025
"cg21893663",0.253753019050167
"cg00399951",0.328094637805414
"cg13793854",0.493642102078754
"cg04791390",0.652731832124519
"cg16166826",0.800592174739344
"cg23021855",0.252544295467947
"cg13272280",0.230789319613377
"cg09299381",0.0789890999921177
"cg12489819",0.223916202236717
"cg22330913",0.114339305673481
"cg24957964",0.78425510745453
"cg12076344",0.250492076788805
"cg17638841",0.451307449227997
"ch.1.56581040R",0.0815921045970387
"cg16006015",0.136859985134306
"cg16679515",0.981754290342219
"cg10663936",0.193599643443341
"cg16248045",0.843153703719088
"cg17207559",0.340643951328795
"cg04663487",0.618556474283271
"cg14768747",0.61225395712663
"cg17774418",0.840977775015635
"cg18884447",0.861169840308642
"cg01906994",0.640251973653592
"cg11602897",0.148630815082419
"cg17548969",0.938830454628781
"cg23743543",0.60574636695015
"cg10634185",0.279418366423381
"cg05314799",0.123353333006373
"cg00804587",0.149848549194349
"cg03087937",0.550778620103598
"cg14995774",0.76428285445736
"cg17927583",0.549591291201755
"cg27109568",0.580612163810249
"cg27336379",0.548456786514626
"cg07878191",0.30270658026956
"cg24435924",0.155508638026054
"cg24284036",0.029529457967682
"cg14107807",0.022217454473274
"cg02836529",0.784445594128895
"cg11323439",0.625427510595198
"cg00550493",0.318873710494059
"cg06534724",0.567282722746233
"cg22827524",0.802908969613274
"cg24922022",0.181061438121492
"cg03574115",0.0755195646365814
"cg07015183",0.152654789791365
"cg10147394",0.115525538306
"cg00879547",0.458221965447889
"cg13890487",0.0376654778206114
"cg23344257",0.5115765923665
"cg25222089",0.998673010869371
"cg20581490",0.595451813057362
"cg00318380",0.0706119952158797
"cg02122052",0.0325404690380079
"cg02838143",0.243854019060156
"cg03148503",0.625384120349492
"cg04566826",0.668850412641957
"cg05280508",0.574107551118998
"cg05667107",0.428043580869028
"cg06041695",0.741368728043739
"cg06521562",0.968120055464193
"cg06974961",0.731689360113718
"cg09381178",0.262422703770051
"cg10185424",0.758474216303969
"cg14213581",0.561840213438755
"cg14680989",0.00750742095174869
"cg19591696",0.742277096864286
"cg24389412",0.42479706074265
"ch.19.748535F",0.143614553813272
"cg09011167",0.541852230289831
"cg14230719",0.732175382338033
"cg14586555",0.159572322656553
"cg01154272",0.0744299776433968
"cg02495250",0.732545932129836
"cg11428546",0.356897199239917
"cg03667871",0.776379899745027
"cg03741824",0.500914658907438
"cg03921357",0.0584909681764352
"cg04081835",0.167283777851048
"cg04207166",0.28557727575968
"cg05904901",0.676214230974139
"cg08822779",0.149167177906172
"cg10051480",0.842277647342942
"cg10535353",0.0801013920682091
"cg13155079",0.916591581425041
"cg14286320",0.809805590146486
"cg15267307",0.673941712615792
"cg20047235",0.992129834985037
"cg23978104",0.237024555272182
"cg26859900",0.549213804516752
"cg27264172",0.901247128148441
"cg01648750",0.265028179799381
"cg12437157",0.108080186597166
"cg02185971",0.0992166620566103
"cg04923875",0.639701442511497
"cg19620758",0.228681128878521
"cg14889679",0.700727810552739
"cg07127302",0.110379400817313
"cg10197238",0.225360635810033
"cg11164860",0.247163101066735
"cg12351906",0.161116531930745
"cg13054613",0.842200086190426
"cg15428304",0.029073315565562
"cg19314263",0.369150616941914
"cg24148817",0.276461442685089
"cg21526778",0.396870397069543
"cg26453990",0.97391765056212
"cg05884886",0.681536395073028
"cg27568764",0.846132443000094
"cg20276677",0.71139726804739
"cg18226525",0.901211136527447
"cg19216660",0.674695979048735
"cg27300230",0.571679557316993
"cg02440396",0.882423962237265
"cg26332194",0.0731781133942915
"cg01205935",0.640293960130933
"cg06494770",0.408204277097904
"cg10453019",0.125667384319213
"cg12223562",0.798042512575248
"cg07457375",0.721135567256802
"cg05011468",0.801474189858847
"cg09187598",0.10496827659975
"cg10237817",0.414190928920783
"cg15014679",0.0883565279722228
"cg18736835",0.312569402639087
"cg19362572",0.177630453173931
"cg19666555",0.0456889782413082
"cg23632849",0.733414835186141
"cg25857333",0.56997164089904
"cg08906442",0.713306771599537
"cg13274978",0.807560109804794
"cg00237489",0.555781810259537
"cg05946640",0.378364850614028
"cg08277100",0.679792539243927
"cg13375427",0.500625378861372
"cg13406085",0.201099043444328
"cg15267345",0.116826335516786
"cg27317265",0.509061426943519
"cg05386482",0.172549004824284
"cg19671650",0.418677648260843
"cg00525964",0.653581563998609
"cg08909961",0.167753044789862
"cg16102016",0.510499934368716
"cg16678975",0.066578999426072
"cg23774448",0.294612339630126
"cg23699046",0.271664250192395
"cg01107872",0.104111532759202
"cg03005055",0.236918309184124
"cg14651453",0.201714337341654
"cg01772115",0.054432679988752
"cg13748570",0.0590348711192078
"cg17037018",0.387285081692419
"cg21845373",0.0982881938566572
"cg24148447",0.68005669640979
"cg03827164",0.0949792425204159
"cg06382008",0.0585718766240151
"cg07769569",0.173866596525959
"cg20865068",0.0568641361492266
"cg22799110",0.995570008926904
"cg07080653",0.463308563137834
"cg00663739",0.871564496943873
"cg00883712",0.0013692146203215
"cg01622960",0.00851283495047056
"cg16157980",0.557410955788036
"cg09666977",0.734686118029064
"cg14666119",0.479985175211524
"cg20629316",0.756831055814802
"cg08686879",0.531101446165028
"cg22573117",0.594297132562315
"cg23265009",0.620741978872104
"cg08821747",0.865353522538123
"cg10653532",0.256452411192269
"cg17033854",0.0369222449587159
"cg20706311",0.317983329420089
"cg21112099",0.636953669489367
"cg22208435",0.545278807292741
"cg26487562",0.919677837874742
"cg09367367",0.116138886273045
"cg10931423",0.104186308699724
"cg21707172",0.354961299857799
"cg02166981",0.488375697646905
"cg24430578",0.992224541850303
"cg17524287",0.828532219605438
"cg07974890",0.66794882281841
"cg15515265",0.702266552333572
"cg16136262",0.144785335187471
"cg13724248",0.37722795765711
"cg12588200",0.33499371511793
"cg00948250",0.479464704341432
"cg24884703",0.141990319576305
"cg13455509",0.83605731856431
"cg22058533",0.651000316167979
"cg24498376",0.450618368973391
"cg06339542",0.000123538899576802
"cg00480231",0.955418275167308
"cg10532364",0.523308102361289
"cg18115407",0.975737930266372
"cg00678539",0.61589428876986
"cg01708377",0.897166729173625
"cg04254320",0.23254670627216
"cg04322111",0.00676852008762992
"cg07233127",0.573218538892359
"cg09481483",0.889013042844876
"cg13341864",0.151308004463992
"cg13994833",0.253591310151941
"cg15182222",0.895486711959185
"cg23371883",0.90809950482824
"cg20988861",0.923777743313332
"cg15996282",0.0390172211084937
"cg11544657",0.466448378988662
"cg00135870",0.82804107069688
"cg06069179",0.00767054132343812
"cg06543136",0.0521050784509398
"cg07352600",0.457102574595403
"cg10382845",0.759895393899574
"cg13445258",0.706701644108166
"cg14272935",0.764736194098849
"cg16359985",0.603519160880617
"cg16482761",0.620606972884447
"cg21922731",0.693200035571846
"cg27241907",0.286010762545183
"cg07554357",0.586508966179562
"cg04133380",0.883029007894452
"cg06635008",0.561564388284672
"cg08010530",0.637280112545404
"cg11747142",0.398572601818331
"cg24126432",0.365356045265208
"cg26994094",0.52516942050662
"cg11669877",0.365368242911202
"cg06780705",0.485770304863258
"cg09971881",0.533396556785641
"cg26181880",0.085909897033903
"cg05555338",0.408491680358206
"cg10356341",0.205313374189161
"cg08135220",0.00315530142210206
"cg00386408",0.459738660842312
"cg07744432",0.14564943138683
"cg19950767",0.320123971903606
"cg05897210",0.320165844657734
"cg08305263",0.0361798498765932
"cg00369716",0.108888267758906
"cg16644081",0.182717780746288
"cg18960218",0.663223110165796
"cg03586649",0.6401647534873
"cg10168086",0.941077310849764
"cg13680200",0.956916150427442
"cg14272338",0.0110719445029743
"cg24382070",0.313969764130542
"cg25828346",0.586056674110869
"cg00155063",0.228731721543848
"cg15578140",0.588096311436082
"cg25554917",0.868127997573223
"cg08262933",0.685480173541507
"cg24825027",0.216800796788176
"cg25076767",0.23306381491981
"cg13784966",0.546074430037235
"cg18208842",0.947408605410886
"cg25786436",0.320428493985428
"cg26818821",0.722466531963493
"cg00431050",0.608146749441184
"cg20968821",0.987646746591871
"cg24124620",0.882192444105454
"cg24815001",0.767309124597393
"cg04993019",0.602919487505404
"cg10621552",0.505010159332394
"cg22543892",0.474046396623343
"cg03598074",0.968006279690374
"cg26489108",0.121052604549141
"cg10815543",0.736519170969741
"cg13500074",0.806478125336819
"cg18463605",0.640750989888262
"cg03495688",0.172593890849391
"cg06919553",0.288232113589854
"cg12954234",0.191408341618079
"cg13785221",0.0315498152547473
"cg20329303",0.290722043238685
"cg17590805",0.63680454419312
"cg17850880",0.915237202336554
"cg20792895",0.234392302597331
"cg09138272",0.24274963931875
"cg18159860",0.829665535245562
"cg26141228",0.948926959485889
"cg13577715",0.775730521674558
"cg15169121",0.475007265976173
"cg02368869",0.495768250185634
"cg06348477",0.102948583552066
"cg15383392",0.379928323972224
"cg18230356",0.598054815287969
"cg02198625",0.290859034549902
"cg20740434",0.678360883706377
"cg26962114",0.55340785646674
"cg00930347",0.133715102775694
"cg19363128",0.553836714186897
"cg25942879",0.781715412833861
"cg08352786",0.519136400432155
"cg08587804",0.74864770191126
"cg09260653",0.00966911920902773
"cg20305726",0.546692688628148
"cg21510910",0.01037627531858
"cg09107180",0.153997065359989
"cg21101652",0.127759182011063
"cg11545521",0.315155572472067
"cg01138164",0.373163262527262
"cg07433152",0.329777094026605
"cg15048991",0.634725014707817
"cg15634747",0.434370286822875
"cg17822282",0.438850873235548
"cg24163263",0.440643804482523
"cg26463800",0.0641360911773409
"cg20048260",0.83003533153389
"cg00822255",0.0419245596394449
"cg09599971",0.815594902896331
"cg22424536",0.783707536207754
"cg17868363",0.319659405701359
"cg22853371",0.815379954713509
"cg00295835",0.430152607906317
"cg07377985",0.199130838689587
"cg13702695",0.276563487726282
"cg23059701",0.291675277920633
"cg23779087",0.432607658822953
"cg01602430",0.0115889888093624
"cg13844552",0.271009421191541
"cg01932843",0.316269146392204
"cg02351674",0.79071918726999
"cg11143485",0.247142043965312
"cg21915368",0.228657251289479
"cg12865939",0.527172575968676
"cg13823234",0.28260347633246
"cg16190211",0.51525873619472
"cg01049237",0.908610876727297
"cg14452299",0.00388803978151416
"cg15829619",0.0129648786065332
"cg15983109",0.53527550258664
"cg25225655",0.534085640282706
"cg02912580",0.846811131518964
"cg12703219",0.0477906217348355
"cg27134645",0.18069401691458
"cg18762288",0.977317438789895
"cg09677741",0.752876173292736
"cg24682512",0.478592656040045
"cg02041593",0.224296837802883
"cg05386570",0.198084576444825
"cg18981758",0.680165749894073
"cg18508845",0.0679505742480792
"cg21885995",0.86857045024229
"cg26030713",0.690228960480524
"cg01575519",0.963285401695865
"cg17213154",0.715413849326325
"cg02943336",0.493526481195299
"cg16803837",0.16024718667034
"cg21559943",0.720983102613726
"cg21877220",0.880331901292583
"cg22698996",0.00982480420996404
"cg04567173",0.434559759857099
"cg05647756",0.137531402361846
"cg22163535",0.440306956399031
"cg25070565",0.733147989830664
"cg01184194",0.363360043801914
"cg03437025",0.499970063189308
"cg22363043",0.977749270667594
"cg25219643",0.782484729568506
"cg05738152",0.667507744375394
"cg03704645",0.421819452322382
"cg19676227",0.698413832621386
"cg09557991",0.226953203516069
"cg20064047",0.166340400375161
"cg04824595",0.179296424884013
"cg06753827",0.257571014001206
"cg16754082",0.878417875108035
"cg17893459",0.0781639815118334
"cg06862474",0.606306817884253
"cg21422164",0.815618346287536
"cg24371157",0.0736000201907102
"cg04022912",0.842764174529152
"cg04728402",0.218959059504112
"cg06662476",0.13213650168086
"cg06905130",0.290044540609006
"cg17861150",0.689661677344401
"cg26333595",0.445529215146613
"cg13609821",0.721204287836059
"cg25590527",0.842740000691751
"cg15097640",0.322345745819001
"cg21111812",0.909417631015184
"cg06427611",0.431862758061229
"cg09272186",0.705363975948958
"cg02601448",0.280324803361848
"cg05892167",0.384310377522991
"cg06298190",0.545454053914578
"cg00400263",0.309811338411813
"cg00791283",0.302402076288373
"cg02079463",0.661574460968063
"cg05664225",0.986884598371272
"cg06441867",0.292235933320296
"cg16907496",0.839822319299601
"cg19027884",0.167438038350188
"cg20703375",0.209543369464396
"cg22688241",0.784936193603592
"cg21444912",0.869808554463031
"cg04040884",0.500825071995752
"cg08903422",0.373965331437765
"cg19062108",0.545994093328734
"cg25292638",0.312418554001923
"cg03108344",0.203500450243679
"cg02396126",0.546899057279455
"cg20260841",0.290264572829545
"cg03001116",0.582845114884409
"cg13816802",0.844563185805915
"cg23060191",0.790896343900381
"cg25722423",0.0155306535139677
"cg08374659",0.8634635267772
"cg10131910",0.433583591652113
"cg22305293",0.00884709174175347
"cg26857665",0.701005165308927
"ch.12.13976R",0.00172354919654484
"cg00209484",0.36709535012864
"cg01174447",0.336348943823917
"cg01809281",0.977502209380237
"cg11564239",0.616152341278647
"cg19104032",0.427699220120264
"cg22285914",0.779887857509267
"cg21487561",0.0994854965754884
"cg24588375",0.76416361692574
"cg07877229",0.859535940475673
"cg03198116",0.436959697931202
"cg16843056",0.989762504069341
"cg02849719",0.796997948865635
"cg05229759",0.951839845978281
"cg03512931",0.182076934046548
"cg08122234",0.11278969083785
"cg26204042",0.805368579655528
"cg05781798",0.842997829599323
"cg02490942",0.253174409076397
"cg26390400",0.143601548271173
"cg14136372",0.552644934378308
"cg27524128",0.0817214268770104
"cg07581460",0.0766846956734272
"cg09863772",0.735856720281096
"cg26189983",0.212861960842733
"cg01837218",0.711156129239346
"cg08369436",0.53629686623062
"cg13146553",0.99920579144791
"cg25315287",0.737164174945066
"cg00614360",0.545150443784222
"cg06928983",0.019147302458068
"cg13032616",0.171784450568262
"cg13868050",0.999029850316509
"cg14551643",0.872715748671254
"cg19476342",0.432158338277217
"cg20709530",0.228141992935068
"cg23941963",0.605882792517724
"cg08699174",0.252991829124627
"cg13412395",0.750470896787909
"cg17072268",0.00932019569133817
"cg18512262",0.955799148579317
"cg23535170",0.177575965248397
"cg05179986",0.108402135364494
"cg07185468",0.119851908468683
"cg09228051",0.41705184954055
"cg17381754",0.472048427353939
"cg21438062",0.0516901148742571
"cg24149278",0.49242606791981
"cg10037818",0.87959581874826
"cg10124491",0.655382306116849
"cg14029994",0.774343231780559
"cg12488274",0.984619844881725
"cg04938381",0.912869688703415
"cg05573997",0.597691665973764
"cg09127592",0.722503860110895
"cg24611115",0.825350218106399
"cg18701685",0.673559478481574
"cg20031032",0.55241452485449
"cg00408764",0.600839194603253
"cg00740089",0.673466087286551
"cg01059717",0.158890974863814
"cg02450267",0.914610134190066
"cg04134394",0.077201975272302
"cg04239562",0.800059815065989
"cg04710179",0.646583520470405
"cg05250061",0.0718875676186103
"cg06957290",0.141143966536211
"cg06965169",0.627191866562415
"cg07851278",0.122972773900176
"cg08713722",0.255723297574925
"cg09085842",0.838966392682221
"cg13377341",0.690818663451525
"cg13806356",0.633397270458403
"cg17401837",0.897676284249763
"cg17763019",0.0968832035358185
"cg19605920",0.0622078237071118
"cg22444116",0.852063111747588
"cg23217419",0.599153701584043
"cg23963802",0.620934014498363
"cg24171594",0.765497641171422
"cg24459759",0.089977190806148
"cg26414257",0.0582679117983274
"cg26554042",0.690349243796379
"cg27311476",0.876181714898649
"cg27575501",0.0346632719961811
"cg07980460",0.0393149635053333
"cg03560652",0.679466120044838
"cg21703068",0.160193862674066
"cg05327223",0.189853282367351
"cg06713199",0.948405607289436
"cg12477724",0.0793716269016361
"cg09713684",0.804149230677318
"cg13574099",0.208800112474262
"cg13810385",0.843272024025004
"cg05375680",0.366047970958284
"cg04713188",0.535363881767919
"cg07364906",0.443816592009275
"cg19784910",0.388237414661144
"cg13919631",0.563784211054213
"cg13562917",0.0240773990003976
"cg15193461",0.469701591444801
"cg11549958",0.661858760253735
"cg13388830",0.530955740408694
"cg16831894",0.124860608535177
"cg10225755",0.344767324208721
"cg21404933",0.362349781389569
"cg25714865",0.0422722186869883
"cg00013618",0.470514130931328
"cg16782885",0.209874256392503
"cg13604623",0.417185852108172
"cg20548013",0.5417613651413
"cg00788521",0.716633048779361
"cg01841118",0.283171495371789
"cg13195526",0.215697936417552
"cg14469019",0.426259560192603
"cg21801984",0.249267730670146
"cg09182533",0.698207292438792
"cg22191973",0.418504688653932
"cg10507275",0.589901521252465
"cg26014634",0.893790667550078
"cg10789261",0.53066231971629
"cg01154445",0.850965496182963
"cg03838806",0.853034806711609
"cg04310824",0.692267210038783
"cg04574442",0.55783904442144
"cg05605980",0.809151909975384
"cg06960413",0.750741512171855
"cg09770904",0.0827811564309745
"cg11147724",0.412695375981067
"cg12081643",0.687978842648991
"cg12199651",0.91258290025463
"cg12448860",0.0784420054434464
"cg15149596",0.0916521314742949
"cg21548220",0.690709118297771
"cg21699252",0.284288750082261
"cg22772355",0.867684784452486
"cg27358936",0.605390238010243
"cg07074976",0.137920827141476
"cg11829371",0.946291155247312
"cg25000273",0.997144854682915
"cg07364240",0.400419413476053
"cg26309983",0.00709216478915692
"cg07525299",0.348599681320142
"cg13501961",0.381649030397108
"cg23410483",0.274741125773907
"cg02465427",0.220201706576117
"cg18086386",0.698638299709774
"cg21638625",0.444616144014599
"cg06959596",0.786613629749605
"cg27520549",0.673130067120498
"cg05368762",0.82805615140937
"cg09411730",0.40406428496967
"cg13369210",0.285457276612262
"cg14250740",0.598571437261934
"cg17133668",0.651981009140863
"cg19216198",0.728745428775983
"cg07263492",0.267116320306513
"cg01550348",0.243662498488299
"cg06527438",0.0933763094977898
"cg19009405",0.229462488811905
"cg18184769",0.858505590945892
"cg00850167",0.00795201417261971
"cg04707531",0.654855227589636
"cg14463433",0.0444909756831156
"cg26863891",0.140645915096711
"cg07720174",0.249490750786957
"cg22404125",0.0600471815003854
"cg06853492",0.488641932970648
"cg13523819",0.324767129860009
"cg15806457",0.165745502799054
"cg18350458",0.571528253844839
"cg07807409",0.985269805935364
"cg12852134",0.905146462544616
"cg22349573",0.991984022731236
"cg10381957",0.111434681808167
"cg21249274",0.968551017934385
"cg00705851",0.809750002319979
"cg03648457",0.259047433269678
"cg04124916",0.579120137131037
"cg06862949",0.303127056697564
