"CpG","PC10_pValue_C2"
"cg13663300",0.655784674839982
"cg01503450",0.15852911948335
"cg01954404",0.764966022565093
"cg09665691",0.979626019185762
"cg10760955",0.101906058450339
"cg16557964",0.695827302287008
"cg14903097",0.570372941439904
"cg11902641",0.109300987471275
"cg15597096",0.987617284534612
"cg11234637",0.606562439295546
"cg20120939",0.4196463574122
"cg20942339",0.777817450420004
"cg09638344",0.416887143732616
"cg01722994",0.973022946033448
"cg06337342",0.535577273670386
"cg13772595",0.549399619633627
"cg11955385",0.971307512547967
"cg14830740",0.127920218963534
"cg25985355",0.254256209796054
"cg20708711",0.915014523574562
"cg13158807",0.322921525660748
"cg23059797",0.174205650450344
"cg07738077",0.87815262698847
"cg09042448",0.0185234275166432
"cg18667511",0.292826837385797
"cg03994717",0.605718490974569
"cg25383660",0.515936159524602
"cg02010776",0.788734549790658
"cg06296184",0.410348588124129
"cg18517898",0.653340170266338
"cg00020348",0.752129796165505
"cg04844207",0.2539701870302
"cg17153947",0.458324177635514
"cg11294312",0.306334419177617
"cg20015412",0.264334555618222
"cg11113536",0.0960864190415331
"cg15324756",0.104141055502053
"cg04751035",0.814037771945372
"cg10784511",0.0859816390293227
"cg06834698",0.191525520165485
"cg13910071",0.994589332570389
"cg04091563",0.524475943796468
"cg05320460",0.460964129410885
"cg01500844",0.608196182619745
"cg24322668",0.0169037257616293
"cg06355423",0.112512002398066
"cg18755643",0.595768348124002
"cg09329144",0.680516900284182
"cg04053959",0.152854485370178
"cg20238368",0.905790867225256
"cg05151228",0.856205492630471
"cg21378206",0.184196512775901
"cg04967698",0.22056862832743
"cg00158539",0.846480335593109
"cg11673969",0.446103321885158
"cg09172079",0.16787192124695
"cg05216141",0.805608555062014
"cg23363182",0.49643026012407
"cg13745513",0.585409145206297
"cg25555549",0.394940260286438
"cg16746938",0.261665168683069
"cg17109441",0.882318707270488
"cg18831642",0.198396496416808
"cg26114502",0.843566712651485
"cg25932599",0.714648496942919
"cg19215764",0.0443074781332476
"cg04237436",0.804590362918831
"cg07708951",0.0119532197073256
"cg07906193",0.0631847709615513
"cg03921839",0.706049122475815
"cg22138002",0.604229551194541
"cg15756319",0.399652599571304
"cg06417460",0.743605514922739
"cg21698185",0.71749319921727
"cg05758246",0.273512930772725
"cg13951488",0.0256234842942827
"cg13570831",0.701283686208219
"cg21002735",0.497557284839086
"cg00073549",0.0365361979069132
"cg23085167",0.941957537397084
"cg00355019",0.412478588126789
"cg08013557",0.529153341990033
"cg05371395",0.34169566139461
"cg05506809",0.756255216860029
"ch.8.65240324F",0.409699436635937
"cg18595174",0.491911291756474
"cg01476820",0.683966268030334
"cg03443017",0.153291706073838
"cg18276145",0.173633283381683
"cg26582230",0.451415259360647
"cg19514542",0.423326240811438
"cg15484651",0.324492633624526
"cg04152326",0.515922954418985
"cg20872630",0.73922347731112
"cg14128415",0.527761340853357
"cg19913582",0.177053876826835
"cg05626790",0.704755250295271
"cg13283896",0.357345180126817
"cg13878136",0.521474869411028
"cg07604512",0.446875770187797
"cg03447931",0.917087045567645
"cg12277495",0.224072063848838
"cg22672830",0.086384134674964
"cg10969051",0.250319660838599
"cg11900447",0.304509647999331
"cg02070113",0.213347453145547
"cg13636908",0.505019300862781
"cg19463665",0.556971993953282
"cg17201135",0.930799190111368
"cg18045172",0.00822542453499545
"cg26241462",0.743361077110291
"cg25350703",0.206314547386501
"cg24864639",0.857538013520924
"cg18936283",0.159454837815607
"cg13931873",0.492667834122219
"cg07533148",0.961599585530388
"cg26114951",0.594601731458507
"cg07145229",0.637365991236367
"cg27392543",0.000657805395766721
"cg03761894",0.258321633476716
"cg12859112",0.0260169483288893
"cg24697925",0.418748026906468
"cg07078112",0.793216452975944
"cg09793172",0.920571268874257
"cg23914255",0.64355532603144
"cg00001099",0.383502111067496
"cg09584691",0.384862167358498
"cg04757806",0.553980043462459
"cg08142344",0.227301415177289
"cg11059760",0.502918699352842
"cg21881034",0.918387867965688
"cg24859393",0.985437885559047
"cg06493072",0.917202201871026
"cg17456097",0.276380097659336
"cg22170177",0.657130557797047
"cg09683623",0.230125737973196
"cg17480554",0.0695044769401872
"cg25690958",0.785480999586145
"cg16681239",0.505046613255027
"cg04858161",0.666033321178666
"cg00818473",0.587108635136116
"cg20784098",0.0417557873204571
"cg06793062",0.140759770396935
"cg02805025",0.0991377922462924
"cg15567368",0.0680072354495025
"cg25336892",0.612611891422945
"cg15201417",0.24121190410109
"cg10202835",0.17244998759478
"cg21897413",0.167008541177037
"cg23739036",0.68870202684363
"cg18146737",0.318356951222338
"cg14553824",0.100074226201958
"cg24719853",0.422953529142628
"cg21663666",0.443755876928771
"cg04353053",0.151047607913687
"cg17314180",0.442292873304218
"cg13623690",0.328262369550188
"cg05185311",0.280315292611078
"cg15198788",0.329626746759677
"cg05745457",0.206402565319971
"cg14480046",0.398862318054521
"cg04706229",0.439611186735158
"cg07545052",0.599895991098249
"cg14343687",0.232615120591556
"cg00568164",0.497433244709272
"cg08076100",0.494355685316425
"cg17554182",0.515277195752879
"cg09064148",0.0964587529554634
"cg24591279",0.735901875344033
"cg14901284",0.637306641921023
"cg00223136",0.0961426000507765
"cg04074153",0.284561345047914
"cg17361163",0.188191067433734
"cg14424579",0.823773111818213
"cg21118414",0.246343176699238
"cg07989629",0.378459779564749
"cg15872922",0.174641980965903
"cg23092823",0.39863932762449
"cg18059802",0.59270350488959
"cg01805856",0.69986372813134
"cg10434977",0.646126243154577
"cg04220779",0.00553294031443611
"cg24760869",0.365827233299049
"cg03361432",0.434524488535072
"cg12063490",0.284263021708673
"cg13566088",0.795889923592368
"cg15963913",0.234189117489574
"cg25615184",0.560255050945598
"cg11747594",0.33786659224139
"cg24710671",0.583506877179131
"cg26118675",0.367776049173884
"cg24481801",0.0444782063159635
"cg15487261",0.398150265399173
"cg17273588",0.327065041130664
"cg14026325",0.752982005161759
"cg12271419",0.0598503275455591
"cg15133201",0.44213124745001
"cg22550397",0.981508681643795
"cg07131533",0.584029629938301
"cg25436766",0.140771818145365
"cg27424995",0.17858356979367
"cg19891452",0.445412019750822
"cg05147692",0.100542267666923
"cg16258721",0.529119550839199
"cg14165911",0.0444245596266544
"cg08784247",0.45486791691506
"cg14534987",0.380630387966274
"cg08443345",0.417213054237104
"cg03589001",0.261374157564452
"cg20258768",0.574555782871062
"cg18129754",0.993850952478006
"cg04786287",0.395235110625956
"cg06710981",0.982960781982429
"cg13540952",0.228361439396317
"cg21459486",0.867350153409765
"cg23687445",0.15253359485892
"cg26699292",0.522598646472495
"cg20901032",0.704217688776652
"cg12268565",0.377618307051463
"cg16419066",0.469291770422198
"cg24889949",0.141670880661779
"cg16955166",0.571672621730847
"cg26818159",0.141825312742884
"cg09699036",0.526716304868608
"cg09988738",0.735382406723051
"cg08291304",0.580205029038083
"cg17852385",0.49479294060327
"cg25593573",0.763850468865629
"cg05396987",0.654453087400787
"cg12164596",0.547574537268051
"cg02746771",0.588531485391749
"cg27565803",0.395528683421747
"cg11798406",0.489827306471863
"cg21070172",0.306378647996381
"cg00791851",0.1050344833213
"cg09514310",0.812427274137528
"cg21760666",0.412705646607429
"cg15741935",0.370763317608109
"cg13724706",0.845168506596425
"cg06746426",0.192538953141704
"cg21544437",0.735230880396382
"cg03764274",0.119073669999486
"cg22128613",0.356524242590275
"cg26682517",0.360731355433613
"cg25509872",0.314999495890864
"cg24788090",0.353466580829502
"cg21229655",0.818288709366817
"cg00409844",0.0874872626864049
"cg00900242",0.0963855781960507
"cg01796166",0.713921786104802
"cg14550760",0.693803885857513
"cg02530407",0.824445005796824
"cg18973991",0.114389298053146
"cg22902550",0.413394081544584
"cg18851795",0.608005215689751
"cg18888883",0.251425541929833
"cg18159768",0.12783825079814
"cg24166175",0.0438379399359322
"cg21545313",0.982398932194516
"cg16177440",0.117690349674741
"cg21052608",0.274726245673808
"cg24269863",0.450806844343442
"cg06979412",0.310481441368397
"cg00653387",0.759900433493471
"cg17660078",0.719218596854363
"cg09251429",0.913933908614791
"cg17891977",0.901838535523089
"cg00520612",0.0543872014096737
"cg25329318",0.365736160938819
"cg26257634",0.184405610285271
"cg07014742",0.261949168283983
"cg13960334",0.454669211682905
"cg13856643",0.542815588218011
"cg01401344",0.518709343019904
"cg17042439",0.239949026014739
"cg27403778",0.831635670245003
"cg06452464",0.434712589864958
"cg05782454",0.898340563778975
"cg06771056",0.180898505272813
"cg13233545",0.33647962301754
"cg23921338",0.607466537626932
"cg10960904",0.469840879246369
"cg16784970",0.192682295955638
"cg03129103",0.895503824205353
"cg16652264",0.416202907158522
"cg19675778",0.828219100937407
"cg14464852",0.489194824028718
"cg27235789",0.0760340802719349
"cg22074950",0.532576519313956
"cg16879936",0.399489285850196
"cg03094121",0.0570425885363064
"cg16989867",0.368945046785662
"cg22972232",0.210513866125256
"cg09626299",0.473944247509654
"cg11738976",0.347365819464781
"cg08748308",0.757709448204348
"cg15624109",0.997450808001482
"cg11127874",0.567955124944528
"cg24175561",0.87647613160301
"cg13650938",0.366781156014294
"cg04871875",0.773392677343324
"cg07357021",0.869520701574641
"cg15585794",0.864922930793071
"cg02464551",0.56008400183181
"cg08740026",0.875893291371576
"cg00654888",0.630657963138739
"cg09926747",0.478013627078651
"cg17349151",0.57376290872145
"cg08352148",0.136506577327081
"cg27577781",0.177330415245964
"cg01417313",0.265045521462171
"cg07703391",0.423354153456053
"cg19351143",0.523111367698614
"cg18145505",0.253728602312266
"cg05129094",0.147957307080988
"cg12079885",0.256118803475572
"cg14081950",0.177006621640968
"cg24811472",0.0945696538109096
"cg14035807",0.440812420036203
"cg22238777",0.743006535985045
"cg16378352",0.960937331204444
"cg13129380",0.661702875612229
"cg21198586",0.462838891098466
"cg23588206",0.0339076931217912
"cg12183032",0.0921630059738253
"cg25123521",0.318533544315343
"cg04398695",0.472089102479082
"cg23303074",0.302478148558625
"cg08201604",0.18880128196397
"cg24741888",0.773061529316058
"cg24968931",0.975766123352045
"cg23964014",0.826749339230751
"cg06548842",0.809770319428167
"cg21051568",0.341691148110139
"cg21096141",0.518638807817313
"cg23097878",0.0468290368781702
"cg01659176",0.280499849942969
"cg10784298",0.0366488302677301
"cg07506334",0.881286538160043
"cg01946824",0.894889301418096
"cg27168131",0.715638419754517
"cg21855392",0.816704318520118
"cg22413209",0.994085799935744
"cg15450752",0.227124907805163
"cg04313601",0.954072511147771
"cg13657083",0.667364244081111
"cg16280098",0.951411574173249
"cg15854548",0.201104397650522
"cg14323675",0.518301288380322
"cg15133041",0.565682939415369
"cg22022957",0.980753916849034
"cg02937966",0.423665051289894
"cg17606450",0.223804692756418
"cg16596052",0.0413470440035451
"cg01003961",0.70940982658698
"cg25773259",0.422211514388645
"cg04986276",0.199532167347724
"cg21824733",0.207113608586031
"cg20440093",0.0607835355926532
"cg09434493",0.887469634455619
"cg08845685",0.377392061329279
"cg20011459",0.584137949379337
"cg25941154",0.587142496130965
"cg13480774",0.0232090177425516
"cg04678793",0.862152111456456
"cg11483887",0.0196036771850628
"cg19675223",0.923588193761639
"cg08151051",0.216427153823709
"cg13944018",0.964275560075421
"cg11474763",0.180994228276116
"cg15477144",0.294137081722026
"cg23534315",0.022823303892387
"cg26153410",0.703949959838981
"cg14163494",0.929436751149899
"cg25656237",0.278492228557234
"cg03942855",0.80042033503433
"cg21780393",0.691214465032868
"cg27288829",0.276234340645918
"cg04003051",0.422724080441002
"cg06034513",0.476606066293307
"cg02350627",0.813892996245552
"cg12108265",0.0970589714926974
"cg16969872",0.337190113780413
"cg21798060",0.0398731484951203
"cg25350986",0.300542127775728
"cg06939759",0.20020199590102
"cg01970383",0.87257150573839
"cg03764818",0.209027449861274
"cg22449107",0.076138461515959
"cg02515553",0.864813319854655
"cg17850642",0.431337419261574
"cg23975355",0.331157506474918
"cg17719126",0.756873198150599
"cg07741915",0.921706392387737
"cg16683741",0.0173910216127953
"cg04722901",0.101453275535684
"cg06711418",0.304104394507364
"cg21722795",0.178290429204671
"cg26756949",0.418494491628645
"cg04978470",0.346876866981984
"cg07141036",0.309458936658841
"cg18652248",0.0542853707782134
"cg09861373",0.0916152007729472
"cg09599228",0.371173786074937
"cg06617449",0.684625144522855
"cg20645941",0.683898500841828
"cg11701604",0.204505845616142
"cg23196831",0.633973228747903
"cg26730024",0.970722362211957
"cg15561501",0.937085704006585
"cg08460717",0.936915715999433
"cg06186378",0.989968089241091
"cg11982293",0.823692641739707
"cg13941801",0.323463031361899
"cg25762974",0.747913538662266
"cg23749856",0.320041585682809
"cg24528307",0.347629134103442
"cg03137209",0.320569706928039
"cg00121374",0.558791559489
"cg26943731",0.995044913139253
"cg09953239",0.657633830187181
"cg22516975",0.308197160306173
"cg06998965",0.268952745065313
"cg13709682",0.270199892512471
"cg19188182",0.800530579696419
"cg24571086",0.528953670013206
"cg23290100",0.922475637910824
"cg06047674",0.70039135451147
"cg20888019",0.498838155538559
"cg24248978",0.356765793559517
"cg23532648",0.363127880228843
"cg04286030",0.142220429732834
"cg19898394",0.44015631465855
"cg07721042",0.846819419733864
"cg00280235",0.976495490915209
"cg10163825",0.115303293624205
"cg13635022",0.449410579223463
"cg13692658",0.229223634290453
"cg05616355",0.53336060063505
"cg16670497",0.416756297809525
"cg11258001",0.573769493992779
"cg10364513",0.828616866646028
"cg07909418",0.421541103497505
"cg07788348",0.340154774703476
"cg24844608",0.377657069305701
"cg22217660",0.525721936594432
"cg04759439",0.732125724716754
"cg25407557",0.481473513740597
"cg14527610",0.286606735275418
"cg17894798",0.155088618089822
"cg14904688",0.0600728969856523
"cg03304378",0.193503377041893
"cg17585031",0.170943731786464
"cg14526874",0.894703796557914
"cg04520251",0.722614380923366
"cg12505170",0.883130900745795
"cg01388598",0.304512497379966
"cg17165759",0.180039524886486
"cg27486692",0.371071270572635
"cg02345146",0.654502766424193
"cg19453181",0.841555400728101
"cg06100533",0.638396275001515
"cg02893231",0.723087896751297
"cg17545933",0.0629550342393886
"cg12433782",0.86308625556359
"cg05252158",0.850635572831611
"cg14030359",0.534265083133367
"cg04364726",0.681543376351839
"cg02513547",0.327077324309995
"cg13170443",0.125837259201559
"cg22364904",0.408548224544395
"cg23032427",0.447246347305795
"cg08914730",0.0323585452367002
"cg22509816",0.109718202647696
"cg05966235",0.210252783790517
"cg20881175",0.564393188196043
"cg21791702",0.0056980560405747
"cg02153534",0.109140130634469
"cg14771301",0.136571623260471
"cg01261007",0.388029853582079
"cg02430645",0.622447284893898
"cg02305242",0.799384461090578
"cg14623989",0.446627093550612
"cg17985912",0.070034767818219
"cg12526693",0.830238289231746
"cg16976857",0.81073903404544
"cg06333725",0.258601050853187
"cg16749614",0.575376001819751
"cg15041767",0.129247256797349
"cg13520771",0.682399910691598
"cg26901096",0.474410563995915
"cg11324620",0.0393720993880295
"cg06740985",0.223417773352148
"cg18961681",0.542041028505508
"cg02376256",0.125137912374421
"cg09740560",0.0263507883838534
"cg11742909",0.439765858347188
"cg04079399",0.613663204604594
"cg02413285",0.132015906424452
"cg13482649",0.077141412596926
"cg24644605",0.452583550730386
"cg08627010",0.99008749622335
"cg18408209",0.626285043377288
"cg23223006",0.231663593119797
"cg05995496",0.0765501954711123
"cg22671388",0.801874356946372
"cg04882175",0.851624687360603
"cg04481715",0.313287710396807
"cg27638288",0.430097299934053
"cg03849299",0.586967327147281
"cg23559689",0.994128265290695
"cg07647796",0.139125498230746
"cg12652585",0.748875409766686
"cg01765322",0.0444336698034113
"cg09948879",0.552225104720857
"cg17380770",0.336044930383155
"cg18772158",0.792521395767415
"cg12542584",0.984247601832718
"cg05907577",0.875966808534598
"cg25051948",0.341701421212657
"cg22468803",0.309083026264584
"cg15847685",0.218101061525829
"cg19576736",0.25725429483889
"cg01981314",0.631591445435894
"cg16802508",0.467825517516985
"cg21572688",0.184343288158375
"cg05256304",0.401662148391547
"cg02778237",0.178183543786308
"cg18159840",0.563272184237672
"cg05065879",0.745781293333525
"cg06966462",0.242320662622761
"cg17534070",0.432256450381625
"cg19981475",0.677002372264293
"cg19532402",0.392587590595386
"cg26561358",0.263993932514199
"cg26740942",0.818957940530348
"cg00350158",0.567001854625574
"cg06753513",0.343246259707896
"cg21669441",0.885162829535799
"cg13148263",0.96102220660468
"cg19470843",0.00282352646940571
"cg07070289",0.112145230419819
"cg08612037",0.824596063743411
"cg24060683",0.667210709606504
"cg25618731",0.797270188090732
"cg23112301",0.390632924523543
"cg11997679",0.572545778738308
"cg11668448",0.50396731695537
"cg21661347",0.346756097972717
"cg14256008",0.207972561167315
"cg01497892",0.908066278896131
"cg15468180",0.137131833340445
"cg06778662",0.495470981690102
"cg07194166",0.132078089032763
"cg26419656",0.72278501638123
"cg25404995",0.612328481006547
"cg12138067",0.930817165440013
"cg18638598",0.506243522738664
"cg20365867",0.73226919541345
"cg13910860",0.732129700113325
"cg21134771",0.557024456356197
"cg27286337",0.103471974320337
"cg16648524",0.746336815460101
"cg01821635",0.852343353472569
"cg19822502",0.291263768511694
"cg12252039",0.971453651954385
"cg01215525",0.661416035062938
"cg14590681",0.329361430631131
"cg08887961",0.730519819520825
"cg26993213",0.243034748679509
"cg04254242",0.534095765247631
"cg26120958",0.25554363987806
"cg11830876",0.489199250047145
"cg18195333",0.59211853420675
"cg26886188",0.343144431021411
"cg24221919",0.172663243031384
"cg15659537",0.398078483627728
"cg04923011",0.121306098503935
"cg16556442",0.20049567945221
"cg03032677",0.403753631007582
"cg20955693",0.846824611103189
"cg18530511",0.719895161041516
"cg09491901",0.0522592945879672
"cg08140774",0.0316466563022229
"cg25542041",0.183250988409264
"cg20620527",0.804036775126473
"cg11504897",0.536822028767596
"cg08626667",0.416375491914534
"cg21541083",0.673999003812921
"cg16485800",0.842202996722723
"cg02977360",0.10751593275256
"cg24626674",0.237586969576949
"cg05217213",0.15646241697238
"cg02380151",0.305392451427181
"cg04928293",0.951425598682678
"cg03923640",0.0776325160277891
"cg22816278",0.228835418912075
"cg07556854",0.195660689442856
"cg26055420",0.315771058575406
"cg18845718",0.128980758687731
"cg02625944",0.0415622360450937
"cg12928173",0.100141640809217
"cg20648149",0.562704900865925
"cg06203772",0.757521628787074
"cg14911314",0.4036666218007
"cg23193759",0.812289418264076
"cg03078972",0.543806785296684
"cg16290522",0.136555953218156
"cg19466774",0.0197537644026581
"cg09960171",0.973193551257129
"cg08210228",0.572201918907278
"cg19867107",0.00853426371690431
"cg08006625",0.475816644991223
"cg06982169",0.332713169186942
"cg21036007",0.688009610314062
"cg23003534",0.515864993179466
"cg27127099",0.424476939073591
"cg03143033",0.738759693113517
"cg22785561",0.637905921088293
"cg24845823",0.950612358080017
"cg11152167",0.502343491556465
"cg26858581",0.0180887129855171
"cg03834906",0.153436113788832
"cg11939450",0.180631403532467
"cg02763234",0.455904428663497
"cg07015554",0.304276381924018
"cg05184016",0.147105681889088
"cg02696742",0.7805900758547
"cg02557139",0.864112110979258
"cg04290747",0.853015567255993
"cg06440275",0.424584879441006
"cg18229092",0.141161093356119
"cg26636806",0.292648753087802
"cg10178865",0.802625602203878
"cg12350325",0.798525440925526
"cg16039157",0.0536537234126647
"cg16032518",0.156231299953701
"cg15046909",0.266989423312402
"cg27605228",0.54216015708127
"cg21585138",0.627374043585837
"cg26748898",0.16479610764801
"cg06266388",0.932316613837054
"cg25066857",0.188458172447724
"cg25873612",0.175855143195166
"cg09244071",0.71007767182718
"cg12802844",0.85773785603877
"cg18965684",0.607452877774798
"cg03522107",0.647813559965872
"cg13822911",0.047569952437517
"cg16198450",0.943085806391216
"cg06772063",0.370939285597578
"cg24686983",0.83608376151425
"cg06643849",0.0929492215859537
"cg19260430",0.105075686754792
"cg04852949",0.193813188950295
"cg00432369",0.606962975339905
"cg03696370",0.423612812504183
"cg27260174",0.506214645587101
"cg22821462",0.277059311316082
"cg17381354",0.554645807946173
"cg02494794",0.555744236779193
"cg08145495",0.0523641368196513
"cg19264203",0.414164502330124
"cg26274662",0.418205967246208
"cg08483876",0.591553384585093
"cg00420742",0.782721746068484
"cg01223986",0.524889460404612
"cg26446928",0.666915616167811
"cg24801641",0.013324883760901
"cg05066621",0.276472413234205
"cg16094767",0.0509739143626091
"cg09896093",0.520242552350028
"cg02633599",0.42864174804494
"cg04389484",0.0942777752785529
"cg16933388",0.543852606238654
"cg11213983",0.366608517023353
"cg04112417",0.507323110668275
"cg21356630",0.515739094447612
"cg25044524",0.438789001580194
"cg05932408",0.986596993614506
"cg11297107",0.636770179355123
"cg04563438",0.16020542097778
"cg22867816",0.671484603420052
"cg11005826",0.913656803854766
"cg25990647",0.598259098019769
"cg07800665",0.100785864120763
"cg25508181",0.845258988224509
"cg20467114",0.49856980255469
"cg21030300",0.0703516818892939
"cg20475114",0.96418810784921
"cg22808163",0.0656251549440212
"cg10115918",0.722669616619666
"cg12047086",0.279177827925981
"cg00749852",0.776781295320472
"cg03699663",0.553404573008179
"cg18899999",0.835914960866
"cg04026379",0.65573937436898
"cg26647600",0.133868446997568
"cg02527199",0.69959276437546
"cg24717325",0.994618397535745
"cg07751669",0.455684152104137
"cg04776470",0.535824076902154
"cg03749915",0.818058106732453
"cg20049273",0.375675185485542
"cg27615388",0.6322712978504
"cg27087809",0.900520697028272
"cg06541733",0.81672413691968
"cg08582028",0.27032423392272
"cg00878953",0.735871416722889
"cg23182972",0.100319296888098
"cg14081474",0.0520150715510077
"cg10460643",0.846836715837268
"cg26770475",0.583020375389185
"cg07011373",0.490305263189993
"cg13304609",0.671254430936159
"cg12092484",0.125602016585027
"cg23237516",0.962328157586027
"cg22015486",0.240134194101039
"cg27138871",0.145402838137935
"cg05970317",0.228324836661487
"cg04691233",0.358622873643482
"cg17298776",0.352548147366837
"cg19868631",0.836916021972289
"cg22824651",0.947919201099217
"cg24249542",0.666652646185206
"cg03647724",0.821261417033611
"cg26404511",0.12372652758132
"cg13739442",0.964521285496319
"cg27447868",0.726540058263478
"cg01235172",0.321722127961822
"cg10315922",0.412633391722174
"cg16737749",0.374686301303938
"cg11068071",0.335172328476037
"cg13204758",0.191525313549704
"cg18921025",0.407888522099592
"cg06251016",0.0289703554669197
"cg00483893",0.0784327760516019
"cg08894790",0.533667006173337
"cg10473907",0.261955512527029
"cg05880490",0.931666034114247
"cg06637550",0.840288855221177
"cg26367591",0.951730725740383
"cg17341345",0.313706279665236
"cg03300787",0.330332908838672
"cg04757411",0.292493055619998
"cg00028929",0.34343993073021
"cg12178316",0.139765542006036
"cg27504745",0.144872666604865
"cg08198228",0.510067040399032
"cg12580783",0.28420228203076
"cg14962197",0.753321204254799
"ch.1.4190055F",0.658052475907315
"cg01555300",0.730442410961081
"cg07882007",0.15597340074142
"cg01092811",0.736847740179021
"cg17560073",0.0352127421283809
"cg22527793",0.480317080720722
"cg22915705",0.617787802995055
"cg03443455",0.673508964960379
"cg09039561",0.626428583821515
"cg12908908",0.381609414547091
"cg01974195",0.366406424623125
"cg10521431",0.81448697312784
"cg21657896",0.257384221398914
"cg08906631",0.767953721296232
"cg15085791",0.514365383935198
"cg14029759",0.270004575575875
"cg14882054",0.26364300523616
"cg12110846",0.583669702391042
"cg07988820",0.391613193163553
