"CpG","p_value_cluster1","FDR_pval_cluster1","bonferroni_pval_cluster1","PC10_pValue_C1"
"cg02232988",5.24677074158958e-07,0.00400998646010776,0.244609174066574,0.790056035520001
"cg02283353",5.11070792438492e-07,0.00397109671786595,0.238265803071957,0.292936299854451
"cg02295678",3.19300360826674e-06,0.00936230829689578,1,0.00812460518151694
"cg02338858",7.15646438328633e-07,0.00463390014398269,0.333640810366754,0.153678681835539
"cg02351674",4.33221584802502e-05,0.036852785354806,1,0.79071918726999
"cg02368869",3.86024353804344e-05,0.0352878486201509,1,0.495768250185634
"cg02396126",5.53732889415772e-05,0.041107524942936,1,0.546899057279455
"cg02440396",1.74329188964246e-05,0.0239745831439032,1,0.882423962237265
"cg02450267",6.93336775577399e-05,0.0451344122214128,1,0.914610134190066
"cg02465427",8.07223032982495e-05,0.0479941584876491,1,0.220201706576117
"cg02490942",6.07475324964159e-05,0.0431723267951548,1,0.253174409076397
"cg02495250",1.35590350956798e-05,0.0211627373129463,1,0.732545932129836
"cg02601448",5.27761576577601e-05,0.0403356060417487,1,0.280324803361848
"cg02662658",5.44658333774123e-08,0.000793514428532813,0.02539246171305,0.84506820180417
"cg02807849",2.27037326170572e-07,0.00240561010901491,0.105846844796656,0.0784138808535904
"cg02836529",1.09540202612508e-05,0.019358615017375,1,0.784445594128895
"cg02838143",1.29280378467348e-05,0.0206392247363454,1,0.243854019060156
"cg02849719",5.91722099507136e-05,0.0424409489675573,1,0.796997948865635
"cg02851558",1.26251066836906e-06,0.0061957245914702,0.588593836189669,0.482109573896942
"cg02912580",4.46061782011444e-05,0.037201792008904,1,0.846811131518964
"cg02940003",6.31887587895113e-06,0.013830595326995,1,0.531950105668512
"cg02943336",4.68741307724676e-05,0.038044622630989,1,0.493526481195299
"cg03001116",5.58438293003645e-05,0.0412466373156604,1,0.582845114884409
"cg03005055",1.9999703226864e-05,0.0251158616284116,1,0.236918309184124
"cg03005087",5.92192045680998e-06,0.013735585145517,1,0.787234818807839
"cg03075736",6.35064812468147e-07,0.00455496817163019,0.296072931155962,0.0966262769383418
"cg03087937",1.02108164662833e-05,0.0187416320233444,1,0.550778620103598
"cg03104467",4.20030629782755e-06,0.011301462961549,1,0.21467573799309
"cg03108344",5.52791623430073e-05,0.0411030988784228,1,0.203500450243679
"cg03148503",1.29485328493886e-05,0.0206392247363454,1,0.625384120349492
"cg03198116",5.86852718882534e-05,0.0421565514973047,1,0.436959697931202
"cg03313172",3.18124686131631e-07,0.00282167509299772,0.148312591796742,0.968884883951313
"cg03437025",4.82260448956542e-05,0.0385191669199703,1,0.499970063189308
"cg03495688",3.72972230352623e-05,0.0349327381969644,1,0.172593890849391
"cg03512931",5.9799792782294e-05,0.0427595116460744,1,0.182076934046548
"cg03515060",9.47827251053153e-07,0.00573877395956155,0.441885594886239,0.746719716952157
"cg03560652",7.0227298393494e-05,0.0451834036643666,1,0.679466120044838
"cg03574115",1.15868809904984e-05,0.0200814431215586,1,0.0755195646365814
"cg03586649",3.25681575571217e-05,0.0324435217233935,1,0.6401647534873
"cg03598074",3.67029255490335e-05,0.034821132551077,1,0.968006279690374
"cg03648457",8.73063746608734e-05,0.0498200950113478,1,0.259047433269678
"cg03667871",1.46256768329718e-05,0.0217057083587488,1,0.776379899745027
"cg03689092",2.61279351679263e-06,0.00823045846398901,1,0.704074611695796
"cg03704645",4.91121574816178e-05,0.0390060133344933,1,0.421819452322382
"cg03741824",1.46463817979298e-05,0.0217057083587488,1,0.500914658907438
"cg03817774",2.44861070367713e-06,0.00809620104645822,1,0.332675400295267
"cg03827164",2.05837032525587e-05,0.0253200731125914,1,0.0949792425204159
"cg03838806",7.76582502956103e-05,0.0472124778974766,1,0.853034806711609
"cg03913423",1.4288847325397e-06,0.00647098930725274,0.666158922272602,0.143938365085995
"cg03921357",1.46657360389994e-05,0.0217057083587488,1,0.0584909681764352
"cg04022912",5.15854172984667e-05,0.0399926670154076,1,0.842764174529152
"cg04040884",5.46015827564956e-05,0.0408599507148043,1,0.500825071995752
"cg04065206",6.98665318586258e-07,0.00462910814225137,0.325724059512781,0.336277867353544
"cg04081835",1.42350150673982e-05,0.0217057083587488,1,0.167283777851048
"cg04124916",8.70656963308147e-05,0.0498200950113478,1,0.579120137131037
"cg04133380",2.96431370286227e-05,0.0306546281226938,1,0.883029007894452
"cg04134394",6.93797569068584e-05,0.0451344122214128,1,0.077201975272302
"cg04207166",1.42995448599455e-05,0.0217057083587488,1,0.28557727575968
"cg04239562",6.85301757761976e-05,0.0451344122214128,1,0.800059815065989
"cg04254320",2.7413280858604e-05,0.029892344528319,1,0.23254670627216
"cg04310824",7.77949092419239e-05,0.0472124778974766,1,0.692267210038783
"cg04322111",2.75977713421668e-05,0.029892344528319,1,0.00676852008762992
"cg04358027",2.30440293740116e-06,0.0080174133510661,1,0.964303672506084
"cg04381049",8.23147370778666e-07,0.00511678283444468,0.383758712583351,0.649461369352779
"cg04482148",1.35419938509857e-06,0.00631339941127417,0.631339941127417,0.57891059149835
"cg04566826",1.27870119393171e-05,0.0206392247363454,1,0.668850412641957
"cg04567173",4.75830412547857e-05,0.0382894564275618,1,0.434559759857099
"cg04574442",7.70291525207247e-05,0.0472124778974766,1,0.55783904442144
"cg04575155",2.59767256221984e-06,0.00823045846398901,1,0.731276390404988
"cg04603355",5.68063710835333e-06,0.0132418207282415,1,0.750774226397779
"cg04663487",9.39976328204444e-06,0.0178579239868958,1,0.618556474283271
"cg04682458",6.29061655226591e-06,0.013830595326995,1,0.0994631159321424
"cg04707531",8.42658129924769e-05,0.0491068505117621,1,0.654855227589636
"cg04710179",6.88470461777769e-05,0.0451344122214128,1,0.646583520470405
"cg04713188",7.26993439804924e-05,0.0462247211647032,1,0.535363881767919
"cg04728402",5.15366921443891e-05,0.0399926670154076,1,0.218959059504112
"cg04779233",9.32928878207962e-08,0.00120816622050127,0.0434939839380456,0.354392534444078
"cg04791390",7.42217937307939e-06,0.0152435542878589,1,0.652731832124519
"cg04824595",5.03577826714639e-05,0.0396745315928739,1,0.179296424884013
"cg04830440",1.88880185972894e-06,0.00752629424121684,0.880576426222371,0.412203186915465
"cg04923875",1.52906037055335e-05,0.0223467619528309,1,0.639701442511497
"cg04938381",6.65953648322632e-05,0.0449727598781361,1,0.912869688703415
"cg04993019",3.64526661831884e-05,0.0347265094154821,1,0.602919487505404
"cg05011468",1.83642002725334e-05,0.0243813813234626,1,0.801474189858847
"cg05153345",6.18477111480171e-06,0.0137676485575796,1,0.108086943803314
"cg05179986",6.45379296239948e-05,0.0441044798911121,1,0.108402135364494
"cg05229759",5.95433682365619e-05,0.0426415578528407,1,0.951839845978281
"cg05250061",6.97555181861598e-05,0.0451344122214128,1,0.0718875676186103
"cg05280508",1.2746516551441e-05,0.0206392247363454,1,0.574107551118998
"cg05314799",1.003539952741e-05,0.0185658475328345,1,0.123353333006373
"cg05327223",7.09842762904968e-05,0.0454581160235113,1,0.189853282367351
"cg05368762",8.12576788925641e-05,0.0480749507853089,1,0.82805615140937
"cg05375680",7.2506212272195e-05,0.0461790283021964,1,0.366047970958284
"cg05386482",1.9213529285669e-05,0.02467636439323,1,0.172549004824284
"cg05386570",4.5554574747026e-05,0.0375615353051007,1,0.198084576444825
"cg05518022",5.15416452995225e-09,0.000120145894567225,0.00240291789134451,0.0122454617001919
"cg05542101",1.08750590127746e-06,0.00605693417679498,0.507005038728665,0.212192319715263
"cg05555338",3.06905046857711e-05,0.0313089485755988,1,0.408491680358206
"cg05573997",6.66571796679001e-05,0.0449727598781361,1,0.597691665973764
"cg05584675",3.98136851694822e-12,2.6516426213113e-07,1.85614983491791e-06,0.605762630947588
"cg05605980",7.73021394707464e-05,0.0472124778974766,1,0.809151909975384
"cg05627365",5.86657438069083e-07,0.00433675507640112,0.273504977544749,0.185020000252974
"cg05647756",4.7624857729981e-05,0.0382894564275618,1,0.137531402361846
"cg05664225",5.35755992390431e-05,0.0404341608343031,1,0.986884598371272
"cg05667107",1.28569780528155e-05,0.0206392247363454,1,0.428043580869028
"cg05738152",4.89972394807149e-05,0.0389811502065949,1,0.667507744375394
"cg05743734",4.65282951617651e-06,0.0121483508010607,1,0.435970854015625
"cg05781798",6.06236477200952e-05,0.0431500613434166,1,0.842997829599323
"cg05825127",2.83303085234337e-06,0.00874691709033213,1,0.816212902521326
"cg05862027",5.34195388030017e-06,0.0129842766968456,1,0.700200202329452
"cg05884886",1.67218873245451e-05,0.0234816095412314,1,0.681536395073028
"cg05892167",5.30535410118988e-05,0.040415095264079,1,0.384310377522991
"cg05897210",3.19832263558461e-05,0.0321782092220276,1,0.320165844657734
"cg05904901",1.45052635615601e-05,0.0217057083587488,1,0.676214230974139
"cg05946640",1.90278004806089e-05,0.0246177525206613,1,0.378364850614028
"cg06041695",1.22909289501558e-05,0.0206392247363454,1,0.741368728043739
"cg06069179",2.85796863964762e-05,0.0304628740067179,1,0.00767054132343812
"cg06107816",7.04977119917993e-07,0.00462910814225137,0.328666678099848,0.129003337511418
"cg06179710",8.52210469950152e-12,4.96635238731238e-07,3.9730819098499e-06,0.360185108482065
"cg06237151",1.7104268181099e-06,0.00717889704045714,0.797416376444198,0.933200962527783
"cg06298190",5.29949726801643e-05,0.040415095264079,1,0.545454053914578
"cg06339542",2.61562853852508e-05,0.029172956108068,1,0.000123538899576802
"cg06348477",3.85448163316723e-05,0.0352878486201509,1,0.102948583552066
"cg06382008",2.07991627738933e-05,0.0255177812569842,1,0.0585718766240151
"cg06423425",1.96431043787476e-06,0.00765349797504234,0.915779204931155,0.388877193201461
"cg06427611",5.26301288420314e-05,0.0402900488297448,1,0.431862758061229
"cg06441867",5.37638399013136e-05,0.0404341608343031,1,0.292235933320296
"cg06494770",1.76346807337954e-05,0.0240084606223646,1,0.408204277097904
"cg06521562",1.24133121174558e-05,0.0206392247363454,1,0.968120055464193
"cg06527438",8.34996578033082e-05,0.048879253790801,1,0.0933763094977898
"cg06534724",1.1133679172625e-05,0.0194405297130724,1,0.567282722746233
"cg06543136",2.90770425559984e-05,0.0304628740067179,1,0.0521050784509398
"cg06635008",2.94976539718648e-05,0.0306546281226938,1,0.561564388284672
"cg06662476",5.15842064541551e-05,0.0399926670154076,1,0.13213650168086
"cg06713199",7.09552284874243e-05,0.0454581160235113,1,0.948405607289436
"cg06753827",5.04796150012129e-05,0.0396745315928739,1,0.257571014001206
"cg06770790",4.73641361535225e-06,0.0121997715756893,1,0.2372702287191
"cg06780705",2.99859134322418e-05,0.0307922967298062,1,0.485770304863258
"cg06795971",1.02871785695503e-06,0.00599496904216436,0.479597523373149,0.781857421424314
"cg06853492",8.55588931365032e-05,0.0494279132717175,1,0.488641932970648
"cg06854478",4.98472024526661e-06,0.012699024266806,1,0.338759562140532
"cg06862474",5.07349330265933e-05,0.0397530796494034,1,0.606306817884253
"cg06862949",8.72825604791336e-05,0.0498200950113478,1,0.303127056697564
"cg06905130",5.13975142263276e-05,0.0399926670154076,1,0.290044540609006
"cg06919553",3.74100280117831e-05,0.0349327381969644,1,0.288232113589854
"cg06928983",6.34431357997568e-05,0.0439529608775671,1,0.019147302458068
"cg06933862",3.09237892415075e-09,8.48055815205527e-05,0.0014416948858494,0.777111421202623
"cg06957290",6.87234887868153e-05,0.0451344122214128,1,0.141143966536211
"cg06959596",8.11393637160476e-05,0.0480659486895741,1,0.786613629749605
"cg06960413",7.81738106545602e-05,0.0472124778974766,1,0.750741512171855
"cg06965169",6.89751581398447e-05,0.0451344122214128,1,0.627191866562415
"cg06974961",1.27189967903921e-05,0.0206392247363454,1,0.731689360113718
"cg07002295",1.31744831503618e-06,0.00631339941127417,0.614206261504701,0.65710368186686
"cg07002622",3.71628185740879e-07,0.00309386437225124,0.173256404846069,0.31251434676933
"cg07015183",1.16469791645095e-05,0.0201108389233585,1,0.152654789791365
"cg07074976",7.87964552237256e-05,0.0473374396216899,1,0.137920827141476
"cg07080653",2.17201182645492e-05,0.0263700901458261,1,0.463308563137834
"cg07127302",1.62119900061384e-05,0.0230968219940419,1,0.110379400817313
"cg07185468",6.47572738857451e-05,0.0441044798911121,1,0.119851908468683
"cg07198150",2.56921830868777e-08,0.000460689499413468,0.0119779269847502,0.565334305576088
"cg07233127",2.7541572012754e-05,0.029892344528319,1,0.573218538892359
"cg07263492",8.30948086876617e-05,0.0487903622965568,1,0.267116320306513
"cg07344627",1.45566063666097e-06,0.00652540470920264,0.678642089757075,0.537815695277852
"cg07352600",2.89510801342523e-05,0.0304628740067179,1,0.457102574595403
"cg07364240",7.93682009597354e-05,0.0474995758680838,1,0.400419413476053
"cg07364906",7.2875405785939e-05,0.0462247211647032,1,0.443816592009275
"cg07377985",4.2248552663054e-05,0.0364501661970248,1,0.199130838689587
"cg07433152",4.11386526947545e-05,0.0360968480759434,1,0.329777094026605
"cg07457375",1.78613742119327e-05,0.0242067831685202,1,0.721135567256802
"cg07525299",7.98867860141931e-05,0.0477486392575525,1,0.348599681320142
"cg07554357",2.92328530807809e-05,0.0305574421568112,1,0.586508966179562
"cg07581460",6.14250538606188e-05,0.0433892620231898,1,0.0766846956734272
"cg07720174",8.4818330320295e-05,0.0492219899409346,1,0.249490750786957
"cg07744432",3.15681174235517e-05,0.0319248166071943,1,0.14564943138683
"cg07769569",2.09537248551143e-05,0.0256399346744829,1,0.173866596525959
"cg07807409",8.59207341516583e-05,0.0495142392436471,1,0.985269805935364
"cg07851278",6.75697231078104e-05,0.0451344122214128,1,0.122972773900176
"cg07877229",5.82560772628704e-05,0.0419776005017706,1,0.859535940475673
"cg07878191",1.04985282969999e-05,0.0188977157483244,1,0.30270658026956
"cg07974890",2.42873518052202e-05,0.0277524068572547,1,0.66794882281841
"cg07980460",7.0028174261435e-05,0.0451559683184638,1,0.0393149635053333
"cg08010530",2.96545911454625e-05,0.0306546281226938,1,0.637280112545404
"cg08122234",5.99878808071428e-05,0.0428283153494904,1,0.11278969083785
"cg08135220",3.102669881578e-05,0.0315140004971808,1,0.00315530142210206
"cg08262933",3.44230210795091e-05,0.0336213186590327,1,0.685480173541507
"cg08277100",1.89277982562622e-05,0.0246177525206613,1,0.679792539243927
"cg08305263",3.20257418432952e-05,0.0321782092220276,1,0.0361798498765932
"cg08325929",3.56476577070954e-10,1.5108417138152e-05,0.000166192588519672,0.270104494024493
"cg08352786",4.01109445818078e-05,0.0358498233115616,1,0.519136400432155
"cg08369436",6.23266544182797e-05,0.043748788372384,1,0.53629686623062
"cg08374659",5.68359783012699e-05,0.0415685392773466,1,0.8634635267772
"cg08587804",4.02168503652798e-05,0.0358498233115616,1,0.74864770191126
"cg08658371",8.69903713043816e-08,0.00115873411472698,0.0405556940154445,0.0361624870538256
"cg08686879",2.29185941792369e-05,0.0271189209992585,1,0.531101446165028
"cg08699174",6.41393069593677e-05,0.0440642125770715,1,0.252991829124627
"cg08713722",6.87046734410992e-05,0.0451344122214128,1,0.255723297574925
"cg08816228",1.58811020163348e-06,0.00691954457003124,0.740391268993342,0.379274662790572
"cg08821747",2.33319225183139e-05,0.0271260654996025,1,0.865353522538123
"cg08822779",1.45959118351334e-05,0.0217057083587488,1,0.149167177906172
"cg08894790",6.29671768444589e-10,2.25814342688295e-05,0.000293558645494783,0.00749172729534724
"cg08903422",5.47925221013908e-05,0.040903738422258,1,0.373965331437765
"cg08906442",1.87125200189108e-05,0.0246019085853256,1,0.713306771599537
"cg08909961",1.94644394341726e-05,0.0247328431701081,1,0.167753044789862
"cg08951273",2.15972877515025e-06,0.00789606962825662,1,0.104304754124851
"cg09011167",1.33096955156105e-05,0.0209631751237745,1,0.541852230289831
"cg09085842",6.84524736813763e-05,0.0451344122214128,1,0.838966392682221
"cg09107180",4.03886988750202e-05,0.0358703689426153,1,0.153997065359989
"cg09127592",6.67678148474824e-05,0.0449823066361704,1,0.722503860110895
"cg09129100",3.20776261137985e-07,0.00282167509299772,0.149548779928879,0.676356777846292
"cg09138272",3.80124776054297e-05,0.0350232394702565,1,0.24274963931875
"cg09182533",7.57889968411598e-05,0.0468614223187272,1,0.698207292438792
"cg09187598",1.84608782910289e-05,0.0243813813234626,1,0.10496827659975
"cg09228051",6.48026287038899e-05,0.0441044798911121,1,0.41705184954055
"cg09229797",2.78766818768995e-08,0.000466078577720243,0.0129963599811474,0.917680949518587
"cg09260653",4.02086863900357e-05,0.0358498233115616,1,0.00966911920902773
"cg09272186",5.26028840401886e-05,0.0402900488297448,1,0.705363975948958
"cg09299381",8.56321375483642e-06,0.0170679903911816,1,0.0789890999921177
"cg09352720",1.57010073445789e-06,0.00691954457003124,0.731995093310879,0.556151848697997
"cg09367367",2.35797047280449e-05,0.0272780907234667,1,0.116138886273045
"cg09381178",1.29712057205013e-05,0.0206392247363454,1,0.262422703770051
"cg09411730",8.14977830221427e-05,0.0481558934410268,1,0.40406428496967
"cg09481483",2.75837944461163e-05,0.029892344528319,1,0.889013042844876
"cg09557991",4.99828787639633e-05,0.0394957083485908,1,0.226953203516069
"cg09599971",4.17341115041006e-05,0.0362909143448748,1,0.815594902896331
"cg09666977",2.24123665424248e-05,0.0267233938449548,1,0.734686118029064
"cg09677741",4.52039717391468e-05,0.0374325017061028,1,0.752876173292736
"cg09713684",7.12156621201402e-05,0.0455437347343874,1,0.804149230677318
"cg09766769",5.16435715678393e-06,0.0129444612134789,1,0.0924047133678623
"cg09770904",7.82808684833399e-05,0.0472124778974766,1,0.0827811564309745
"cg09820729",2.54597199746645e-07,0.00256289899254685,0.118695505896684,0.589611419400002
"cg09863772",6.15414175121381e-05,0.0434056924612956,1,0.735856720281096
"cg09940476",3.41725221364801e-09,8.64454836755392e-05,0.00159315373727262,0.917648439117815
"cg09971881",3.04564427773636e-05,0.0312067422654767,1,0.533396556785641
"cg10012920",3.38846487165828e-06,0.00973941780068343,1,0.535879345442324
"cg10037818",6.52682839625038e-05,0.0442277055201671,1,0.87959581874826
"cg10051480",1.43922359706665e-05,0.0217057083587488,1,0.842277647342942
"cg10055139",1.77324859042788e-06,0.00727490806525079,0.82670445209479,0.863129234040873
"cg10107330",3.68114549770744e-06,0.0101549299487615,1,0.73723837593892
"cg10124491",6.52381228873161e-05,0.0442277055201671,1,0.655382306116849
"cg10131910",5.662252466992e-05,0.0415685392773466,1,0.433583591652113
"cg10147394",1.17783555606485e-05,0.0202626397327468,1,0.115525538306
"cg10168086",3.30742476031671e-05,0.0328774240955755,1,0.941077310849764
"cg10185424",1.26935986155088e-05,0.0206392247363454,1,0.758474216303969
"cg10197238",1.62131887335311e-05,0.0230968219940419,1,0.225360635810033
"cg10225755",7.40984282450497e-05,0.0464319275990542,1,0.344767324208721
"cg10237817",1.80958066997135e-05,0.0243813813234626,1,0.414190928920783
"cg10328089",6.66272657387039e-06,0.0144475492710583,1,0.12013970330276
"cg10356341",3.07665921456631e-05,0.0313180396454966,1,0.205313374189161
"cg10381957",8.66187459592857e-05,0.0496708965989331,1,0.111434681808167
"cg10382845",2.87277473639489e-05,0.0304628740067179,1,0.759895393899574
"cg10453019",1.76265132398833e-05,0.0240084606223646,1,0.125667384319213
"cg10493018",2.58373932398778e-07,0.00256289899254685,0.120456252649702,0.581640604833246
"cg10507275",7.62450329736826e-05,0.0469565661527445,1,0.589901521252465
"cg10532364",2.68383766035243e-05,0.029791173137982,1,0.523308102361289
"cg10535353",1.43059932185097e-05,0.0217057083587488,1,0.0801013920682091
"cg10621552",3.64986296137274e-05,0.0347265094154821,1,0.505010159332394
"cg10634185",9.91897408138166e-06,0.0184235656872783,1,0.279418366423381
"cg10638793",3.68487085808718e-07,0.00309386437225124,0.171791995787796,0.774552133510511
"cg10653532",2.33305982117648e-05,0.0271260654996025,1,0.256452411192269
"cg10663936",8.96306652564275e-06,0.0174110928410558,1,0.193599643443341
"cg10719852",5.31482053770071e-06,0.0129842766968456,1,0.752143510047494
"cg10789261",7.66978515620706e-05,0.0471731249062024,1,0.53066231971629
"cg10815543",3.70150521822124e-05,0.0349325997250678,1,0.736519170969741
"cg10931423",2.35375531642429e-05,0.0272780907234667,1,0.104186308699724
"cg10938600",2.02224284649322e-06,0.0076823444819027,0.942787815220758,0.156323564071725
"cg11143485",4.34762776890693e-05,0.036852785354806,1,0.247142043965312
"cg11147724",7.79076815480459e-05,0.0472124778974766,1,0.412695375981067
"cg11164860",1.62762395682326e-05,0.0230968219940419,1,0.247163101066735
"cg11323439",1.09621958490441e-05,0.019358615017375,1,0.625427510595198
"cg11428546",1.35725789432871e-05,0.0211627373129463,1,0.356897199239917
"cg11500788",6.0565594221461e-06,0.0137676485575796,1,0.412964035337538
"cg11518938",1.82772304815168e-06,0.00734569771168748,0.852100934555747,0.415308477089658
"cg11544657",2.80365946320939e-05,0.0301173104765757,1,0.466448378988662
"cg11545521",4.06433116543747e-05,0.036023341602803,1,0.315155572472067
"cg11549958",7.37143816219744e-05,0.0463912838403497,1,0.661858760253735
"cg11552023",4.7383384214032e-08,0.000712598715194827,0.0220905601710396,0.879821654365419
"cg11564239",5.75766465372754e-05,0.041800490455202,1,0.616152341278647
"cg11602897",9.56679169407067e-06,0.0180079604806659,1,0.148630815082419
"cg11669877",2.98784926104564e-05,0.0307497177956474,1,0.365368242911202
